id,X,Y
"470",491774.986747497,1432941.72824415
"471",491774.986747497,1431291.72824415
"472",491774.986747497,1429641.72824415
"473",491774.986747497,1427991.72824415
"474",491774.986747497,1426341.72824415
"475",491774.986747497,1424691.72824415
"476",491774.986747497,1423041.72824415
"477",491774.986747497,1421391.72824415
"478",491774.986747497,1419741.72824415
"479",491774.986747497,1418091.72824415
"480",491774.986747497,1416441.72824415
"481",491774.986747497,1414791.72824415
"482",491774.986747497,1413141.72824415
"483",491774.986747497,1411491.72824415
"484",491774.986747497,1409841.72824415
"485",491774.986747497,1408191.72824415
"486",491774.986747497,1406541.72824415
"487",491774.986747497,1404891.72824415
"488",491774.986747497,1403241.72824415
"497",493203.928663742,1446966.72824415
"498",493203.928663742,1445316.72824415
"499",493203.928663742,1443666.72824415
"500",493203.928663742,1442016.72824415
"501",493203.928663742,1440366.72824415
"502",493203.928663742,1438716.72824415
"503",493203.928663742,1437066.72824415
"504",493203.928663742,1435416.72824415
"505",493203.928663742,1433766.72824415
"506",493203.928663742,1432116.72824415
"507",493203.928663742,1430466.72824415
"508",493203.928663742,1428816.72824415
"509",493203.928663742,1427166.72824415
"510",493203.928663742,1425516.72824415
"511",493203.928663742,1423866.72824415
"512",493203.928663742,1422216.72824415
"513",493203.928663742,1420566.72824415
"514",493203.928663742,1418916.72824415
"515",493203.928663742,1417266.72824415
"516",493203.928663742,1415616.72824415
"517",493203.928663742,1413966.72824415
"518",493203.928663742,1412316.72824415
"519",493203.928663742,1410666.72824415
"520",493203.928663742,1409016.72824415
"521",493203.928663742,1407366.72824415
"522",493203.928663742,1405716.72824415
"523",493203.928663742,1404066.72824415
"530",494632.870579986,1449441.72824415
"531",494632.870579986,1447791.72824415
"532",494632.870579986,1446141.72824415
"533",494632.870579986,1444491.72824415
"534",494632.870579986,1442841.72824415
"535",494632.870579986,1441191.72824415
"536",494632.870579986,1439541.72824415
"537",494632.870579986,1437891.72824415
"538",494632.870579986,1436241.72824415
"539",494632.870579986,1434591.72824415
"540",494632.870579986,1432941.72824415
"541",494632.870579986,1431291.72824415
"542",494632.870579986,1429641.72824415
"543",494632.870579986,1427991.72824415
"544",494632.870579986,1426341.72824415
"545",494632.870579986,1424691.72824415
"546",494632.870579986,1423041.72824415
"547",494632.870579986,1421391.72824415
"548",494632.870579986,1419741.72824415
"549",494632.870579986,1418091.72824415
"550",494632.870579986,1416441.72824415
"551",494632.870579986,1414791.72824415
"552",494632.870579986,1413141.72824415
"553",494632.870579986,1411491.72824415
"554",494632.870579986,1409841.72824415
"555",494632.870579986,1408191.72824415
"556",494632.870579986,1406541.72824415
"557",494632.870579986,1404891.72824415
"564",496061.81249623,1451916.72824415
"565",496061.81249623,1450266.72824415
"566",496061.81249623,1448616.72824415
"567",496061.81249623,1446966.72824415
"568",496061.81249623,1445316.72824415
"569",496061.81249623,1443666.72824415
"570",496061.81249623,1442016.72824415
"571",496061.81249623,1440366.72824415
"572",496061.81249623,1438716.72824415
"573",496061.81249623,1437066.72824415
"574",496061.81249623,1435416.72824415
"575",496061.81249623,1433766.72824415
"576",496061.81249623,1432116.72824415
"577",496061.81249623,1430466.72824415
"578",496061.81249623,1428816.72824415
"579",496061.81249623,1427166.72824415
"580",496061.81249623,1425516.72824415
"581",496061.81249623,1423866.72824415
"582",496061.81249623,1422216.72824415
"583",496061.81249623,1420566.72824415
"584",496061.81249623,1418916.72824415
"585",496061.81249623,1417266.72824415
"586",496061.81249623,1415616.72824415
"587",496061.81249623,1413966.72824415
"588",496061.81249623,1412316.72824415
"589",496061.81249623,1410666.72824415
"590",496061.81249623,1409016.72824415
"591",496061.81249623,1407366.72824415
"592",496061.81249623,1405716.72824415
"593",496061.81249623,1404066.72824415
"597",497490.754412475,1454391.72824415
"598",497490.754412475,1452741.72824415
"599",497490.754412475,1451091.72824415
"600",497490.754412475,1449441.72824415
"601",497490.754412475,1447791.72824415
"602",497490.754412475,1446141.72824415
"603",497490.754412475,1444491.72824415
"604",497490.754412475,1442841.72824415
"605",497490.754412475,1441191.72824415
"606",497490.754412475,1439541.72824415
"607",497490.754412475,1437891.72824415
"608",497490.754412475,1436241.72824415
"609",497490.754412475,1434591.72824415
"610",497490.754412475,1432941.72824415
"611",497490.754412475,1431291.72824415
"612",497490.754412475,1429641.72824415
"613",497490.754412475,1427991.72824415
"614",497490.754412475,1426341.72824415
"615",497490.754412475,1424691.72824415
"616",497490.754412475,1423041.72824415
"617",497490.754412475,1421391.72824415
"618",497490.754412475,1419741.72824415
"619",497490.754412475,1418091.72824415
"620",497490.754412475,1416441.72824415
"621",497490.754412475,1414791.72824415
"622",497490.754412475,1413141.72824415
"623",497490.754412475,1411491.72824415
"624",497490.754412475,1409841.72824415
"625",497490.754412475,1408191.72824415
"626",497490.754412475,1406541.72824415
"627",497490.754412475,1404891.72824415
"631",498919.696328719,1456866.72824415
"632",498919.696328719,1455216.72824415
"633",498919.696328719,1453566.72824415
"634",498919.696328719,1451916.72824415
"635",498919.696328719,1450266.72824415
"636",498919.696328719,1448616.72824415
"637",498919.696328719,1446966.72824415
"638",498919.696328719,1445316.72824415
"639",498919.696328719,1443666.72824415
"640",498919.696328719,1442016.72824415
"641",498919.696328719,1440366.72824415
"642",498919.696328719,1438716.72824415
"643",498919.696328719,1437066.72824415
"644",498919.696328719,1435416.72824415
"645",498919.696328719,1433766.72824415
"646",498919.696328719,1432116.72824415
"647",498919.696328719,1430466.72824415
"648",498919.696328719,1428816.72824415
"649",498919.696328719,1427166.72824415
"650",498919.696328719,1425516.72824415
"651",498919.696328719,1423866.72824415
"652",498919.696328719,1422216.72824415
"653",498919.696328719,1420566.72824415
"654",498919.696328719,1418916.72824415
"655",498919.696328719,1417266.72824415
"656",498919.696328719,1415616.72824415
"657",498919.696328719,1413966.72824415
"658",498919.696328719,1412316.72824415
"659",498919.696328719,1410666.72824415
"660",498919.696328719,1409016.72824415
"661",498919.696328719,1407366.72824415
"662",498919.696328719,1405716.72824415
"663",498919.696328719,1404066.72824415
"666",500348.638244963,1456041.72824415
"667",500348.638244963,1454391.72824415
"668",500348.638244963,1452741.72824415
"669",500348.638244963,1451091.72824415
"670",500348.638244963,1449441.72824415
"671",500348.638244963,1447791.72824415
"672",500348.638244963,1446141.72824415
"673",500348.638244963,1444491.72824415
"674",500348.638244963,1442841.72824415
"675",500348.638244963,1441191.72824415
"676",500348.638244963,1439541.72824415
"677",500348.638244963,1437891.72824415
"678",500348.638244963,1436241.72824415
"679",500348.638244963,1434591.72824415
"680",500348.638244963,1432941.72824415
"681",500348.638244963,1431291.72824415
"682",500348.638244963,1429641.72824415
"683",500348.638244963,1427991.72824415
"684",500348.638244963,1426341.72824415
"685",500348.638244963,1424691.72824415
"686",500348.638244963,1423041.72824415
"687",500348.638244963,1421391.72824415
"688",500348.638244963,1419741.72824415
"689",500348.638244963,1418091.72824415
"690",500348.638244963,1416441.72824415
"691",500348.638244963,1414791.72824415
"692",500348.638244963,1413141.72824415
"693",500348.638244963,1411491.72824415
"694",500348.638244963,1409841.72824415
"695",500348.638244963,1408191.72824415
"696",500348.638244963,1406541.72824415
"697",500348.638244963,1404891.72824415
"698",500348.638244963,1403241.72824415
"701",501777.580161208,1456866.72824415
"702",501777.580161208,1455216.72824415
"703",501777.580161208,1453566.72824415
"704",501777.580161208,1451916.72824415
"705",501777.580161208,1450266.72824415
"706",501777.580161208,1448616.72824415
"707",501777.580161208,1446966.72824415
"708",501777.580161208,1445316.72824415
"709",501777.580161208,1443666.72824415
"710",501777.580161208,1442016.72824415
"711",501777.580161208,1440366.72824415
"712",501777.580161208,1438716.72824415
"713",501777.580161208,1437066.72824415
"714",501777.580161208,1435416.72824415
"715",501777.580161208,1433766.72824415
"716",501777.580161208,1432116.72824415
"717",501777.580161208,1430466.72824415
"718",501777.580161208,1428816.72824415
"719",501777.580161208,1427166.72824415
"720",501777.580161208,1425516.72824415
"721",501777.580161208,1423866.72824415
"722",501777.580161208,1422216.72824415
"723",501777.580161208,1420566.72824415
"724",501777.580161208,1418916.72824415
"725",501777.580161208,1417266.72824415
"726",501777.580161208,1415616.72824415
"727",501777.580161208,1413966.72824415
"728",501777.580161208,1412316.72824415
"729",501777.580161208,1410666.72824415
"730",501777.580161208,1409016.72824415
"731",501777.580161208,1407366.72824415
"732",501777.580161208,1405716.72824415
"733",501777.580161208,1404066.72824415
"736",503206.522077452,1456041.72824415
"737",503206.522077452,1454391.72824415
"738",503206.522077452,1452741.72824415
"739",503206.522077452,1451091.72824415
"740",503206.522077452,1449441.72824415
"741",503206.522077452,1447791.72824415
"742",503206.522077452,1446141.72824415
"743",503206.522077452,1444491.72824415
"744",503206.522077452,1442841.72824415
"745",503206.522077452,1441191.72824415
"746",503206.522077452,1439541.72824415
"747",503206.522077452,1437891.72824415
"748",503206.522077452,1436241.72824415
"749",503206.522077452,1434591.72824415
"750",503206.522077452,1432941.72824415
"751",503206.522077452,1431291.72824415
"752",503206.522077452,1429641.72824415
"753",503206.522077452,1427991.72824415
"754",503206.522077452,1426341.72824415
"755",503206.522077452,1424691.72824415
"756",503206.522077452,1423041.72824415
"757",503206.522077452,1421391.72824415
"758",503206.522077452,1419741.72824415
"759",503206.522077452,1418091.72824415
"760",503206.522077452,1416441.72824415
"761",503206.522077452,1414791.72824415
"762",503206.522077452,1413141.72824415
"763",503206.522077452,1411491.72824415
"764",503206.522077452,1409841.72824415
"765",503206.522077452,1408191.72824415
"766",503206.522077452,1406541.72824415
"767",503206.522077452,1404891.72824415
"768",503206.522077452,1403241.72824415
"772",504635.463993696,1455216.72824415
"773",504635.463993696,1453566.72824415
"774",504635.463993696,1451916.72824415
"775",504635.463993696,1450266.72824415
"776",504635.463993696,1448616.72824415
"777",504635.463993696,1446966.72824415
"778",504635.463993696,1445316.72824415
"779",504635.463993696,1443666.72824415
"780",504635.463993696,1442016.72824415
"781",504635.463993696,1440366.72824415
"782",504635.463993696,1438716.72824415
"783",504635.463993696,1437066.72824415
"784",504635.463993696,1435416.72824415
"785",504635.463993696,1433766.72824415
"786",504635.463993696,1432116.72824415
"787",504635.463993696,1430466.72824415
"788",504635.463993696,1428816.72824415
"789",504635.463993696,1427166.72824415
"790",504635.463993696,1425516.72824415
"791",504635.463993696,1423866.72824415
"792",504635.463993696,1422216.72824415
"793",504635.463993696,1420566.72824415
"794",504635.463993696,1418916.72824415
"795",504635.463993696,1417266.72824415
"796",504635.463993696,1415616.72824415
"797",504635.463993696,1413966.72824415
"798",504635.463993696,1412316.72824415
"799",504635.463993696,1410666.72824415
"800",504635.463993696,1409016.72824415
"801",504635.463993696,1407366.72824415
"802",504635.463993696,1405716.72824415
"803",504635.463993696,1404066.72824415
"807",506064.405909941,1454391.72824415
"808",506064.405909941,1452741.72824415
"809",506064.405909941,1451091.72824415
"810",506064.405909941,1449441.72824415
"811",506064.405909941,1447791.72824415
"812",506064.405909941,1446141.72824415
"813",506064.405909941,1444491.72824415
"814",506064.405909941,1442841.72824415
"815",506064.405909941,1441191.72824415
"816",506064.405909941,1439541.72824415
"817",506064.405909941,1437891.72824415
"818",506064.405909941,1436241.72824415
"819",506064.405909941,1434591.72824415
"820",506064.405909941,1432941.72824415
"821",506064.405909941,1431291.72824415
"822",506064.405909941,1429641.72824415
"823",506064.405909941,1427991.72824415
"824",506064.405909941,1426341.72824415
"825",506064.405909941,1424691.72824415
"826",506064.405909941,1423041.72824415
"827",506064.405909941,1421391.72824415
"828",506064.405909941,1419741.72824415
"829",506064.405909941,1418091.72824415
"830",506064.405909941,1416441.72824415
"831",506064.405909941,1414791.72824415
"832",506064.405909941,1413141.72824415
"833",506064.405909941,1411491.72824415
"834",506064.405909941,1409841.72824415
"835",506064.405909941,1408191.72824415
"836",506064.405909941,1406541.72824415
"837",506064.405909941,1404891.72824415
"838",506064.405909941,1403241.72824415
"843",507493.347826185,1453566.72824415
"844",507493.347826185,1451916.72824415
"845",507493.347826185,1450266.72824415
"846",507493.347826185,1448616.72824415
"847",507493.347826185,1446966.72824415
"848",507493.347826185,1445316.72824415
"849",507493.347826185,1443666.72824415
"850",507493.347826185,1442016.72824415
"851",507493.347826185,1440366.72824415
"852",507493.347826185,1438716.72824415
"853",507493.347826185,1437066.72824415
"854",507493.347826185,1435416.72824415
"855",507493.347826185,1433766.72824415
"856",507493.347826185,1432116.72824415
"857",507493.347826185,1430466.72824415
"858",507493.347826185,1428816.72824415
"859",507493.347826185,1427166.72824415
"860",507493.347826185,1425516.72824415
"861",507493.347826185,1423866.72824415
"862",507493.347826185,1422216.72824415
"863",507493.347826185,1420566.72824415
"864",507493.347826185,1418916.72824415
"865",507493.347826185,1417266.72824415
"866",507493.347826185,1415616.72824415
"867",507493.347826185,1413966.72824415
"868",507493.347826185,1412316.72824415
"869",507493.347826185,1410666.72824415
"870",507493.347826185,1409016.72824415
"871",507493.347826185,1407366.72824415
"872",507493.347826185,1405716.72824415
"873",507493.347826185,1404066.72824415
"878",508922.289742429,1452741.72824415
"879",508922.289742429,1451091.72824415
"880",508922.289742429,1449441.72824415
"881",508922.289742429,1447791.72824415
"882",508922.289742429,1446141.72824415
"883",508922.289742429,1444491.72824415
"884",508922.289742429,1442841.72824415
"885",508922.289742429,1441191.72824415
"886",508922.289742429,1439541.72824415
"887",508922.289742429,1437891.72824415
"888",508922.289742429,1436241.72824415
"889",508922.289742429,1434591.72824415
"890",508922.289742429,1432941.72824415
"891",508922.289742429,1431291.72824415
"892",508922.289742429,1429641.72824415
"893",508922.289742429,1427991.72824415
"894",508922.289742429,1426341.72824415
"895",508922.289742429,1424691.72824415
"896",508922.289742429,1423041.72824415
"897",508922.289742429,1421391.72824415
"898",508922.289742429,1419741.72824415
"899",508922.289742429,1418091.72824415
"900",508922.289742429,1416441.72824415
"901",508922.289742429,1414791.72824415
"902",508922.289742429,1413141.72824415
"903",508922.289742429,1411491.72824415
"904",508922.289742429,1409841.72824415
"905",508922.289742429,1408191.72824415
"906",508922.289742429,1406541.72824415
"907",508922.289742429,1404891.72824415
"908",508922.289742429,1403241.72824415
"914",510351.231658674,1451916.72824415
"915",510351.231658674,1450266.72824415
"916",510351.231658674,1448616.72824415
"917",510351.231658674,1446966.72824415
"918",510351.231658674,1445316.72824415
"919",510351.231658674,1443666.72824415
"920",510351.231658674,1442016.72824415
"921",510351.231658674,1440366.72824415
"922",510351.231658674,1438716.72824415
"923",510351.231658674,1437066.72824415
"924",510351.231658674,1435416.72824415
"925",510351.231658674,1433766.72824415
"926",510351.231658674,1432116.72824415
"927",510351.231658674,1430466.72824415
"928",510351.231658674,1428816.72824415
"929",510351.231658674,1427166.72824415
"930",510351.231658674,1425516.72824415
"931",510351.231658674,1423866.72824415
"932",510351.231658674,1422216.72824415
"933",510351.231658674,1420566.72824415
"934",510351.231658674,1418916.72824415
"935",510351.231658674,1417266.72824415
"936",510351.231658674,1415616.72824415
"937",510351.231658674,1413966.72824415
"938",510351.231658674,1412316.72824415
"939",510351.231658674,1410666.72824415
"940",510351.231658674,1409016.72824415
"941",510351.231658674,1407366.72824415
"942",510351.231658674,1405716.72824415
"943",510351.231658674,1404066.72824415
"949",511780.173574918,1451091.72824415
"950",511780.173574918,1449441.72824415
"951",511780.173574918,1447791.72824415
"952",511780.173574918,1446141.72824415
"953",511780.173574918,1444491.72824415
"954",511780.173574918,1442841.72824415
"955",511780.173574918,1441191.72824415
"956",511780.173574918,1439541.72824415
"957",511780.173574918,1437891.72824415
"958",511780.173574918,1436241.72824415
"959",511780.173574918,1434591.72824415
"960",511780.173574918,1432941.72824415
"961",511780.173574918,1431291.72824415
"962",511780.173574918,1429641.72824415
"963",511780.173574918,1427991.72824415
"964",511780.173574918,1426341.72824415
"965",511780.173574918,1424691.72824415
"966",511780.173574918,1423041.72824415
"967",511780.173574918,1421391.72824415
"968",511780.173574918,1419741.72824415
"969",511780.173574918,1418091.72824415
"970",511780.173574918,1416441.72824415
"971",511780.173574918,1414791.72824415
"972",511780.173574918,1413141.72824415
"973",511780.173574918,1411491.72824415
"974",511780.173574918,1409841.72824415
"975",511780.173574918,1408191.72824415
"976",511780.173574918,1406541.72824415
"977",511780.173574918,1404891.72824415
"978",511780.173574918,1403241.72824415
"986",513209.115491163,1448616.72824415
"987",513209.115491163,1446966.72824415
"988",513209.115491163,1445316.72824415
"989",513209.115491163,1443666.72824415
"990",513209.115491163,1442016.72824415
"991",513209.115491163,1440366.72824415
"992",513209.115491163,1438716.72824415
"993",513209.115491163,1437066.72824415
"994",513209.115491163,1435416.72824415
"995",513209.115491163,1433766.72824415
"996",513209.115491163,1432116.72824415
"997",513209.115491163,1430466.72824415
"998",513209.115491163,1428816.72824415
"999",513209.115491163,1427166.72824415
"1000",513209.115491163,1425516.72824415
"1001",513209.115491163,1423866.72824415
"1002",513209.115491163,1422216.72824415
"1003",513209.115491163,1420566.72824415
"1004",513209.115491163,1418916.72824415
"1005",513209.115491163,1417266.72824415
"1006",513209.115491163,1415616.72824415
"1007",513209.115491163,1413966.72824415
"1008",513209.115491163,1412316.72824415
"1009",513209.115491163,1410666.72824415
"1010",513209.115491163,1409016.72824415
"1011",513209.115491163,1407366.72824415
"1012",513209.115491163,1405716.72824415
"1013",513209.115491163,1404066.72824415
"1020",514638.057407407,1449441.72824415
"1021",514638.057407407,1447791.72824415
"1022",514638.057407407,1446141.72824415
"1023",514638.057407407,1444491.72824415
"1024",514638.057407407,1442841.72824415
"1025",514638.057407407,1441191.72824415
"1026",514638.057407407,1439541.72824415
"1027",514638.057407407,1437891.72824415
"1028",514638.057407407,1436241.72824415
"1029",514638.057407407,1434591.72824415
"1030",514638.057407407,1432941.72824415
"1031",514638.057407407,1431291.72824415
"1032",514638.057407407,1429641.72824415
"1033",514638.057407407,1427991.72824415
"1034",514638.057407407,1426341.72824415
"1035",514638.057407407,1424691.72824415
"1036",514638.057407407,1423041.72824415
"1037",514638.057407407,1421391.72824415
"1038",514638.057407407,1419741.72824415
"1039",514638.057407407,1418091.72824415
"1040",514638.057407407,1416441.72824415
"1041",514638.057407407,1414791.72824415
"1042",514638.057407407,1413141.72824415
"1043",514638.057407407,1411491.72824415
"1044",514638.057407407,1409841.72824415
"1045",514638.057407407,1408191.72824415
"1046",514638.057407407,1406541.72824415
"1047",514638.057407407,1404891.72824415
"1048",514638.057407407,1403241.72824415
"1056",516066.999323651,1448616.72824415
"1057",516066.999323651,1446966.72824415
"1058",516066.999323651,1445316.72824415
"1059",516066.999323651,1443666.72824415
"1060",516066.999323651,1442016.72824415
"1061",516066.999323651,1440366.72824415
"1062",516066.999323651,1438716.72824415
"1063",516066.999323651,1437066.72824415
"1064",516066.999323651,1435416.72824415
"1065",516066.999323651,1433766.72824415
"1066",516066.999323651,1432116.72824415
"1067",516066.999323651,1430466.72824415
"1068",516066.999323651,1428816.72824415
"1069",516066.999323651,1427166.72824415
"1070",516066.999323651,1425516.72824415
"1071",516066.999323651,1423866.72824415
"1072",516066.999323651,1422216.72824415
"1073",516066.999323651,1420566.72824415
"1074",516066.999323651,1418916.72824415
"1075",516066.999323651,1417266.72824415
"1076",516066.999323651,1415616.72824415
"1077",516066.999323651,1413966.72824415
"1078",516066.999323651,1412316.72824415
"1079",516066.999323651,1410666.72824415
"1080",516066.999323651,1409016.72824415
"1081",516066.999323651,1407366.72824415
"1082",516066.999323651,1405716.72824415
"1083",516066.999323651,1404066.72824415
"1091",517495.941239895,1447791.72824415
"1092",517495.941239895,1446141.72824415
"1093",517495.941239895,1444491.72824415
"1094",517495.941239895,1442841.72824415
"1095",517495.941239895,1441191.72824415
"1096",517495.941239895,1439541.72824415
