fid,id,left,top,right,bottom
961,961,510827.545630755135790,1432116.728244151687250,512732.801519080938306,1430466.728244151687250
962,962,510827.545630755135790,1430466.728244151687250,512732.801519080938306,1428816.728244151687250
963,963,510827.545630755135790,1428816.728244151687250,512732.801519080938306,1427166.728244151687250
964,964,510827.545630755135790,1427166.728244151687250,512732.801519080938306,1425516.728244151687250
965,965,510827.545630755135790,1425516.728244151687250,512732.801519080938306,1423866.728244151687250
966,966,510827.545630755135790,1423866.728244151687250,512732.801519080938306,1422216.728244151687250
967,967,510827.545630755135790,1422216.728244151687250,512732.801519080938306,1420566.728244151687250
968,968,510827.545630755135790,1420566.728244151687250,512732.801519080938306,1418916.728244151687250
969,969,510827.545630755135790,1418916.728244151687250,512732.801519080938306,1417266.728244151687250
970,970,510827.545630755135790,1417266.728244151687250,512732.801519080938306,1415616.728244151687250
971,971,510827.545630755135790,1415616.728244151687250,512732.801519080938306,1413966.728244151687250
972,972,510827.545630755135790,1413966.728244151687250,512732.801519080938306,1412316.728244151687250
973,973,510827.545630755135790,1412316.728244151687250,512732.801519080938306,1410666.728244151687250
974,974,510827.545630755135790,1410666.728244151687250,512732.801519080938306,1409016.728244151687250
975,975,510827.545630755135790,1409016.728244151687250,512732.801519080938306,1407366.728244151687250
976,976,510827.545630755135790,1407366.728244151687250,512732.801519080938306,1405716.728244151687250
977,977,510827.545630755135790,1405716.728244151687250,512732.801519080938306,1404066.728244151687250
978,978,510827.545630755135790,1404066.728244151687250,512732.801519080938306,1402416.728244151687250
986,986,512256.487546999473125,1449441.728244151687250,514161.743435325217433,1447791.728244151920080
987,987,512256.487546999473125,1447791.728244151920080,514161.743435325217433,1446141.728244151687250
988,988,512256.487546999473125,1446141.728244151687250,514161.743435325217433,1444491.728244151687250
989,989,512256.487546999473125,1444491.728244151687250,514161.743435325217433,1442841.728244151687250
990,990,512256.487546999473125,1442841.728244151687250,514161.743435325217433,1441191.728244151920080
991,991,512256.487546999473125,1441191.728244151920080,514161.743435325217433,1439541.728244151687250
992,992,512256.487546999473125,1439541.728244151687250,514161.743435325217433,1437891.728244151687250
993,993,512256.487546999473125,1437891.728244151687250,514161.743435325217433,1436241.728244151687250
994,994,512256.487546999473125,1436241.728244151687250,514161.743435325217433,1434591.728244151920080
995,995,512256.487546999473125,1434591.728244151920080,514161.743435325217433,1432941.728244151687250
996,996,512256.487546999473125,1432941.728244151687250,514161.743435325217433,1431291.728244151687250
997,997,512256.487546999473125,1431291.728244151687250,514161.743435325217433,1429641.728244151687250
998,998,512256.487546999473125,1429641.728244151687250,514161.743435325217433,1427991.728244151920080
999,999,512256.487546999473125,1427991.728244151920080,514161.743435325217433,1426341.728244151687250
1000,1000,512256.487546999473125,1426341.728244151687250,514161.743435325217433,1424691.728244151687250
1001,1001,512256.487546999473125,1424691.728244151687250,514161.743435325217433,1423041.728244151687250
1002,1002,512256.487546999473125,1423041.728244151687250,514161.743435325217433,1421391.728244151920080
1003,1003,512256.487546999473125,1421391.728244151920080,514161.743435325217433,1419741.728244151687250
1004,1004,512256.487546999473125,1419741.728244151687250,514161.743435325217433,1418091.728244151687250
1005,1005,512256.487546999473125,1418091.728244151687250,514161.743435325217433,1416441.728244151687250
1006,1006,512256.487546999473125,1416441.728244151687250,514161.743435325217433,1414791.728244151920080
1007,1007,512256.487546999473125,1414791.728244151920080,514161.743435325217433,1413141.728244151687250
1008,1008,512256.487546999473125,1413141.728244151687250,514161.743435325217433,1411491.728244151687250
1009,1009,512256.487546999473125,1411491.728244151687250,514161.743435325217433,1409841.728244151687250
1010,1010,512256.487546999473125,1409841.728244151687250,514161.743435325217433,1408191.728244151920080
1011,1011,512256.487546999473125,1408191.728244151920080,514161.743435325217433,1406541.728244151687250
1012,1012,512256.487546999473125,1406541.728244151687250,514161.743435325217433,1404891.728244151687250
1013,1013,512256.487546999473125,1404891.728244151687250,514161.743435325217433,1403241.728244151687250
1020,1020,513685.429463243752252,1450266.728244151687250,515590.685351569496561,1448616.728244151687250
1021,1021,513685.429463243752252,1448616.728244151687250,515590.685351569496561,1446966.728244151687250
1022,1022,513685.429463243752252,1446966.728244151687250,515590.685351569496561,1445316.728244151687250
1023,1023,513685.429463243752252,1445316.728244151687250,515590.685351569496561,1443666.728244151687250
1024,1024,513685.429463243752252,1443666.728244151687250,515590.685351569496561,1442016.728244151687250
1025,1025,513685.429463243752252,1442016.728244151687250,515590.685351569496561,1440366.728244151687250
1026,1026,513685.429463243752252,1440366.728244151687250,515590.685351569496561,1438716.728244151687250
1027,1027,513685.429463243752252,1438716.728244151687250,515590.685351569496561,1437066.728244151687250
1028,1028,513685.429463243752252,1437066.728244151687250,515590.685351569496561,1435416.728244151687250
1029,1029,513685.429463243752252,1435416.728244151687250,515590.685351569496561,1433766.728244151687250
1030,1030,513685.429463243752252,1433766.728244151687250,515590.685351569496561,1432116.728244151687250
1031,1031,513685.429463243752252,1432116.728244151687250,515590.685351569496561,1430466.728244151687250
1032,1032,513685.429463243752252,1430466.728244151687250,515590.685351569496561,1428816.728244151687250
1033,1033,513685.429463243752252,1428816.728244151687250,515590.685351569496561,1427166.728244151687250
1034,1034,513685.429463243752252,1427166.728244151687250,515590.685351569496561,1425516.728244151687250
1035,1035,513685.429463243752252,1425516.728244151687250,515590.685351569496561,1423866.728244151687250
1036,1036,513685.429463243752252,1423866.728244151687250,515590.685351569496561,1422216.728244151687250
1037,1037,513685.429463243752252,1422216.728244151687250,515590.685351569496561,1420566.728244151687250
1038,1038,513685.429463243752252,1420566.728244151687250,515590.685351569496561,1418916.728244151687250
1039,1039,513685.429463243752252,1418916.728244151687250,515590.685351569496561,1417266.728244151687250
1040,1040,513685.429463243752252,1417266.728244151687250,515590.685351569496561,1415616.728244151687250
1041,1041,513685.429463243752252,1415616.728244151687250,515590.685351569496561,1413966.728244151687250
1042,1042,513685.429463243752252,1413966.728244151687250,515590.685351569496561,1412316.728244151687250
1043,1043,513685.429463243752252,1412316.728244151687250,515590.685351569496561,1410666.728244151687250
1044,1044,513685.429463243752252,1410666.728244151687250,515590.685351569496561,1409016.728244151687250
1045,1045,513685.429463243752252,1409016.728244151687250,515590.685351569496561,1407366.728244151687250
1046,1046,513685.429463243752252,1407366.728244151687250,515590.685351569496561,1405716.728244151687250
1047,1047,513685.429463243752252,1405716.728244151687250,515590.685351569496561,1404066.728244151687250
1048,1048,513685.429463243752252,1404066.728244151687250,515590.685351569496561,1402416.728244151687250
1056,1056,515114.371379488089588,1449441.728244151687250,517019.627267813892104,1447791.728244151920080
1057,1057,515114.371379488089588,1447791.728244151920080,517019.627267813892104,1446141.728244151687250
1058,1058,515114.371379488089588,1446141.728244151687250,517019.627267813892104,1444491.728244151687250
1059,1059,515114.371379488089588,1444491.728244151687250,517019.627267813892104,1442841.728244151687250
1060,1060,515114.371379488089588,1442841.728244151687250,517019.627267813892104,1441191.728244151920080
1061,1061,515114.371379488089588,1441191.728244151920080,517019.627267813892104,1439541.728244151687250
1062,1062,515114.371379488089588,1439541.728244151687250,517019.627267813892104,1437891.728244151687250
1063,1063,515114.371379488089588,1437891.728244151687250,517019.627267813892104,1436241.728244151687250
1064,1064,515114.371379488089588,1436241.728244151687250,517019.627267813892104,1434591.728244151920080
1065,1065,515114.371379488089588,1434591.728244151920080,517019.627267813892104,1432941.728244151687250
1066,1066,515114.371379488089588,1432941.728244151687250,517019.627267813892104,1431291.728244151687250
1067,1067,515114.371379488089588,1431291.728244151687250,517019.627267813892104,1429641.728244151687250
1068,1068,515114.371379488089588,1429641.728244151687250,517019.627267813892104,1427991.728244151920080
1069,1069,515114.371379488089588,1427991.728244151920080,517019.627267813892104,1426341.728244151687250
1070,1070,515114.371379488089588,1426341.728244151687250,517019.627267813892104,1424691.728244151687250
1071,1071,515114.371379488089588,1424691.728244151687250,517019.627267813892104,1423041.728244151687250
1072,1072,515114.371379488089588,1423041.728244151687250,517019.627267813892104,1421391.728244151920080
1073,1073,515114.371379488089588,1421391.728244151920080,517019.627267813892104,1419741.728244151687250
1074,1074,515114.371379488089588,1419741.728244151687250,517019.627267813892104,1418091.728244151687250
1075,1075,515114.371379488089588,1418091.728244151687250,517019.627267813892104,1416441.728244151687250
1076,1076,515114.371379488089588,1416441.728244151687250,517019.627267813892104,1414791.728244151920080
1077,1077,515114.371379488089588,1414791.728244151920080,517019.627267813892104,1413141.728244151687250
1078,1078,515114.371379488089588,1413141.728244151687250,517019.627267813892104,1411491.728244151687250
1079,1079,515114.371379488089588,1411491.728244151687250,517019.627267813892104,1409841.728244151687250
1080,1080,515114.371379488089588,1409841.728244151687250,517019.627267813892104,1408191.728244151920080
1081,1081,515114.371379488089588,1408191.728244151920080,517019.627267813892104,1406541.728244151687250
1082,1082,515114.371379488089588,1406541.728244151687250,517019.627267813892104,1404891.728244151687250
1083,1083,515114.371379488089588,1404891.728244151687250,517019.627267813892104,1403241.728244151687250
1091,1091,516543.313295732426923,1448616.728244151687250,518448.569184058229439,1446966.728244151687250
1092,1092,516543.313295732426923,1446966.728244151687250,518448.569184058229439,1445316.728244151687250
1093,1093,516543.313295732426923,1445316.728244151687250,518448.569184058229439,1443666.728244151687250
1094,1094,516543.313295732426923,1443666.728244151687250,518448.569184058229439,1442016.728244151687250
1095,1095,516543.313295732426923,1442016.728244151687250,518448.569184058229439,1440366.728244151687250
1096,1096,516543.313295732426923,1440366.728244151687250,518448.569184058229439,1438716.728244151687250
1097,1097,516543.313295732426923,1438716.728244151687250,518448.569184058229439,1437066.728244151687250
1098,1098,516543.313295732426923,1437066.728244151687250,518448.569184058229439,1435416.728244151687250
1099,1099,516543.313295732426923,1435416.728244151687250,518448.569184058229439,1433766.728244151687250
1100,1100,516543.313295732426923,1433766.728244151687250,518448.569184058229439,1432116.728244151687250
1101,1101,516543.313295732426923,1432116.728244151687250,518448.569184058229439,1430466.728244151687250
1102,1102,516543.313295732426923,1430466.728244151687250,518448.569184058229439,1428816.728244151687250
1103,1103,516543.313295732426923,1428816.728244151687250,518448.569184058229439,1427166.728244151687250
1104,1104,516543.313295732426923,1427166.728244151687250,518448.569184058229439,1425516.728244151687250
1105,1105,516543.313295732426923,1425516.728244151687250,518448.569184058229439,1423866.728244151687250
1106,1106,516543.313295732426923,1423866.728244151687250,518448.569184058229439,1422216.728244151687250
1107,1107,516543.313295732426923,1422216.728244151687250,518448.569184058229439,1420566.728244151687250
1108,1108,516543.313295732426923,1420566.728244151687250,518448.569184058229439,1418916.728244151687250
1109,1109,516543.313295732426923,1418916.728244151687250,518448.569184058229439,1417266.728244151687250
1110,1110,516543.313295732426923,1417266.728244151687250,518448.569184058229439,1415616.728244151687250
1111,1111,516543.313295732426923,1415616.728244151687250,518448.569184058229439,1413966.728244151687250
1112,1112,516543.313295732426923,1413966.728244151687250,518448.569184058229439,1412316.728244151687250
1113,1113,516543.313295732426923,1412316.728244151687250,518448.569184058229439,1410666.728244151687250
1114,1114,516543.313295732426923,1410666.728244151687250,518448.569184058229439,1409016.728244151687250
1115,1115,516543.313295732426923,1409016.728244151687250,518448.569184058229439,1407366.728244151687250
1116,1116,516543.313295732426923,1407366.728244151687250,518448.569184058229439,1405716.728244151687250
1117,1117,516543.313295732426923,1405716.728244151687250,518448.569184058229439,1404066.728244151687250
1118,1118,516543.313295732426923,1404066.728244151687250,518448.569184058229439,1402416.728244151687250
1126,1126,517972.255211976764258,1449441.728244151687250,519877.511100302566774,1447791.728244151920080
1127,1127,517972.255211976764258,1447791.728244151920080,519877.511100302566774,1446141.728244151687250
1128,1128,517972.255211976764258,1446141.728244151687250,519877.511100302566774,1444491.728244151687250
1129,1129,517972.255211976764258,1444491.728244151687250,519877.511100302566774,1442841.728244151687250
1130,1130,517972.255211976764258,1442841.728244151687250,519877.511100302566774,1441191.728244151920080
1131,1131,517972.255211976764258,1441191.728244151920080,519877.511100302566774,1439541.728244151687250
1132,1132,517972.255211976764258,1439541.728244151687250,519877.511100302566774,1437891.728244151687250
1133,1133,517972.255211976764258,1437891.728244151687250,519877.511100302566774,1436241.728244151687250
1134,1134,517972.255211976764258,1436241.728244151687250,519877.511100302566774,1434591.728244151920080
1135,1135,517972.255211976764258,1434591.728244151920080,519877.511100302566774,1432941.728244151687250
1136,1136,517972.255211976764258,1432941.728244151687250,519877.511100302566774,1431291.728244151687250
1137,1137,517972.255211976764258,1431291.728244151687250,519877.511100302566774,1429641.728244151687250
1138,1138,517972.255211976764258,1429641.728244151687250,519877.511100302566774,1427991.728244151920080
1139,1139,517972.255211976764258,1427991.728244151920080,519877.511100302566774,1426341.728244151687250
1140,1140,517972.255211976764258,1426341.728244151687250,519877.511100302566774,1424691.728244151687250
1141,1141,517972.255211976764258,1424691.728244151687250,519877.511100302566774,1423041.728244151687250
1142,1142,517972.255211976764258,1423041.728244151687250,519877.511100302566774,1421391.728244151920080
1143,1143,517972.255211976764258,1421391.728244151920080,519877.511100302566774,1419741.728244151687250
1144,1144,517972.255211976764258,1419741.728244151687250,519877.511100302566774,1418091.728244151687250
1145,1145,517972.255211976764258,1418091.728244151687250,519877.511100302566774,1416441.728244151687250
1146,1146,517972.255211976764258,1416441.728244151687250,519877.511100302566774,1414791.728244151920080
1147,1147,517972.255211976764258,1414791.728244151920080,519877.511100302566774,1413141.728244151687250
1148,1148,517972.255211976764258,1413141.728244151687250,519877.511100302566774,1411491.728244151687250
1149,1149,517972.255211976764258,1411491.728244151687250,519877.511100302566774,1409841.728244151687250
1150,1150,517972.255211976764258,1409841.728244151687250,519877.511100302566774,1408191.728244151920080
1151,1151,517972.255211976764258,1408191.728244151920080,519877.511100302566774,1406541.728244151687250
1152,1152,517972.255211976764258,1406541.728244151687250,519877.511100302566774,1404891.728244151687250
1153,1153,517972.255211976764258,1404891.728244151687250,519877.511100302566774,1403241.728244151687250
1154,1154,517972.255211976764258,1403241.728244151687250,519877.511100302566774,1401591.728244151920080
1162,1162,519401.197128221043386,1446966.728244151687250,521306.453016546845902,1445316.728244151687250
1163,1163,519401.197128221043386,1445316.728244151687250,521306.453016546845902,1443666.728244151687250
1164,1164,519401.197128221043386,1443666.728244151687250,521306.453016546845902,1442016.728244151687250
1165,1165,519401.197128221043386,1442016.728244151687250,521306.453016546845902,1440366.728244151687250
1166,1166,519401.197128221043386,1440366.728244151687250,521306.453016546845902,1438716.728244151687250
1167,1167,519401.197128221043386,1438716.728244151687250,521306.453016546845902,1437066.728244151687250
1168,1168,519401.197128221043386,1437066.728244151687250,521306.453016546845902,1435416.728244151687250
1169,1169,519401.197128221043386,1435416.728244151687250,521306.453016546845902,1433766.728244151687250
1170,1170,519401.197128221043386,1433766.728244151687250,521306.453016546845902,1432116.728244151687250
1171,1171,519401.197128221043386,1432116.728244151687250,521306.453016546845902,1430466.728244151687250
1172,1172,519401.197128221043386,1430466.728244151687250,521306.453016546845902,1428816.728244151687250
1173,1173,519401.197128221043386,1428816.728244151687250,521306.453016546845902,1427166.728244151687250
1174,1174,519401.197128221043386,1427166.728244151687250,521306.453016546845902,1425516.728244151687250
1175,1175,519401.197128221043386,1425516.728244151687250,521306.453016546845902,1423866.728244151687250
1176,1176,519401.197128221043386,1423866.728244151687250,521306.453016546845902,1422216.728244151687250
1177,1177,519401.197128221043386,1422216.728244151687250,521306.453016546845902,1420566.728244151687250
1178,1178,519401.197128221043386,1420566.728244151687250,521306.453016546845902,1418916.728244151687250
1179,1179,519401.197128221043386,1418916.728244151687250,521306.453016546845902,1417266.728244151687250
1180,1180,519401.197128221043386,1417266.728244151687250,521306.453016546845902,1415616.728244151687250
1181,1181,519401.197128221043386,1415616.728244151687250,521306.453016546845902,1413966.728244151687250
1182,1182,519401.197128221043386,1413966.728244151687250,521306.453016546845902,1412316.728244151687250
1183,1183,519401.197128221043386,1412316.728244151687250,521306.453016546845902,1410666.728244151687250
1184,1184,519401.197128221043386,1410666.728244151687250,521306.453016546845902,1409016.728244151687250
1185,1185,519401.197128221043386,1409016.728244151687250,521306.453016546845902,1407366.728244151687250
1186,1186,519401.197128221043386,1407366.728244151687250,521306.453016546845902,1405716.728244151687250
1187,1187,519401.197128221043386,1405716.728244151687250,521306.453016546845902,1404066.728244151687250
1188,1188,519401.197128221043386,1404066.728244151687250,521306.453016546845902,1402416.728244151687250
1197,1197,520830.139044465438928,1447791.728244151920080,522735.394932791183237,1446141.728244151687250
1198,1198,520830.139044465438928,1446141.728244151687250,522735.394932791183237,1444491.728244151687250
1199,1199,520830.139044465438928,1444491.728244151687250,522735.394932791183237,1442841.728244151687250
1200,1200,520830.139044465438928,1442841.728244151687250,522735.394932791183237,1441191.728244151920080
1201,1201,520830.139044465438928,1441191.728244151920080,522735.394932791183237,1439541.728244151687250
1202,1202,520830.139044465438928,1439541.728244151687250,522735.394932791183237,1437891.728244151687250
1203,1203,520830.139044465438928,1437891.728244151687250,522735.394932791183237,1436241.728244151687250
1204,1204,520830.139044465438928,1436241.728244151687250,522735.394932791183237,1434591.728244151920080
1205,1205,520830.139044465438928,1434591.728244151920080,522735.394932791183237,1432941.728244151687250
1206,1206,520830.139044465438928,1432941.728244151687250,522735.394932791183237,1431291.728244151687250
1207,1207,520830.139044465438928,1431291.728244151687250,522735.394932791183237,1429641.728244151687250
1208,1208,520830.139044465438928,1429641.728244151687250,522735.394932791183237,1427991.728244151920080
1209,1209,520830.139044465438928,1427991.728244151920080,522735.394932791183237,1426341.728244151687250
1210,1210,520830.139044465438928,1426341.728244151687250,522735.394932791183237,1424691.728244151687250
1211,1211,520830.139044465438928,1424691.728244151687250,522735.394932791183237,1423041.728244151687250
1212,1212,520830.139044465438928,1423041.728244151687250,522735.394932791183237,1421391.728244151920080
1213,1213,520830.139044465438928,1421391.728244151920080,522735.394932791183237,1419741.728244151687250
1214,1214,520830.139044465438928,1419741.728244151687250,522735.394932791183237,1418091.728244151687250
1215,1215,520830.139044465438928,1418091.728244151687250,522735.394932791183237,1416441.728244151687250
1216,1216,520830.139044465438928,1416441.728244151687250,522735.394932791183237,1414791.728244151920080
1217,1217,520830.139044465438928,1414791.728244151920080,522735.394932791183237,1413141.728244151687250
1218,1218,520830.139044465438928,1413141.728244151687250,522735.394932791183237,1411491.728244151687250
1219,1219,520830.139044465438928,1411491.728244151687250,522735.394932791183237,1409841.728244151687250
1220,1220,520830.139044465438928,1409841.728244151687250,522735.394932791183237,1408191.728244151920080
1221,1221,520830.139044465438928,1408191.728244151920080,522735.394932791183237,1406541.728244151687250
1222,1222,520830.139044465438928,1406541.728244151687250,522735.394932791183237,1404891.728244151687250
1223,1223,520830.139044465438928,1404891.728244151687250,522735.394932791183237,1403241.728244151687250
1224,1224,520830.139044465438928,1403241.728244151687250,522735.394932791183237,1401591.728244151920080
1232,1232,522259.080960709718056,1446966.728244151687250,524164.336849035520572,1445316.728244151687250
1233,1233,522259.080960709718056,1445316.728244151687250,524164.336849035520572,1443666.728244151687250
1234,1234,522259.080960709718056,1443666.728244151687250,524164.336849035520572,1442016.728244151687250
1235,1235,522259.080960709718056,1442016.728244151687250,524164.336849035520572,1440366.728244151687250
1236,1236,522259.080960709718056,1440366.728244151687250,524164.336849035520572,1438716.728244151687250
1237,1237,522259.080960709718056,1438716.728244151687250,524164.336849035520572,1437066.728244151687250
1238,1238,522259.080960709718056,1437066.728244151687250,524164.336849035520572,1435416.728244151687250
1239,1239,522259.080960709718056,1435416.728244151687250,524164.336849035520572,1433766.728244151687250
1240,1240,522259.080960709718056,1433766.728244151687250,524164.336849035520572,1432116.728244151687250
1241,1241,522259.080960709718056,1432116.728244151687250,524164.336849035520572,1430466.728244151687250
1242,1242,522259.080960709718056,1430466.728244151687250,524164.336849035520572,1428816.728244151687250
1243,1243,522259.080960709718056,1428816.728244151687250,524164.336849035520572,1427166.728244151687250
1244,1244,522259.080960709718056,1427166.728244151687250,524164.336849035520572,1425516.728244151687250
1245,1245,522259.080960709718056,1425516.728244151687250,524164.336849035520572,1423866.728244151687250
1246,1246,522259.080960709718056,1423866.728244151687250,524164.336849035520572,1422216.728244151687250
1247,1247,522259.080960709718056,1422216.728244151687250,524164.336849035520572,1420566.728244151687250
1248,1248,522259.080960709718056,1420566.728244151687250,524164.336849035520572,1418916.728244151687250
1249,1249,522259.080960709718056,1418916.728244151687250,524164.336849035520572,1417266.728244151687250
1250,1250,522259.080960709718056,1417266.728244151687250,524164.336849035520572,1415616.728244151687250
1251,1251,522259.080960709718056,1415616.728244151687250,524164.336849035520572,1413966.728244151687250
1252,1252,522259.080960709718056,1413966.728244151687250,524164.336849035520572,1412316.728244151687250
1253,1253,522259.080960709718056,1412316.728244151687250,524164.336849035520572,1410666.728244151687250
1254,1254,522259.080960709718056,1410666.728244151687250,524164.336849035520572,1409016.728244151687250
1255,1255,522259.080960709718056,1409016.728244151687250,524164.336849035520572,1407366.728244151687250
1256,1256,522259.080960709718056,1407366.728244151687250,524164.336849035520572,1405716.728244151687250
1257,1257,522259.080960709718056,1405716.728244151687250,524164.336849035520572,1404066.728244151687250
1258,1258,522259.080960709718056,1404066.728244151687250,524164.336849035520572,1402416.728244151687250
1268,1268,523688.022876954055391,1446141.728244151687250,525593.278765279799700,1444491.728244151687250
1269,1269,523688.022876954055391,1444491.728244151687250,525593.278765279799700,1442841.728244151687250
1270,1270,523688.022876954055391,1442841.728244151687250,525593.278765279799700,1441191.728244151920080
1271,1271,523688.022876954055391,1441191.728244151920080,525593.278765279799700,1439541.728244151687250
1272,1272,523688.022876954055391,1439541.728244151687250,525593.278765279799700,1437891.728244151687250
1273,1273,523688.022876954055391,1437891.728244151687250,525593.278765279799700,1436241.728244151687250
1274,1274,523688.022876954055391,1436241.728244151687250,525593.278765279799700,1434591.728244151920080
1275,1275,523688.022876954055391,1434591.728244151920080,525593.278765279799700,1432941.728244151687250
1276,1276,523688.022876954055391,1432941.728244151687250,525593.278765279799700,1431291.728244151687250
1277,1277,523688.022876954055391,1431291.728244151687250,525593.278765279799700,1429641.728244151687250
1278,1278,523688.022876954055391,1429641.728244151687250,525593.278765279799700,1427991.728244151920080
1279,1279,523688.022876954055391,1427991.728244151920080,525593.278765279799700,1426341.728244151687250
1280,1280,523688.022876954055391,1426341.728244151687250,525593.278765279799700,1424691.728244151687250
1281,1281,523688.022876954055391,1424691.728244151687250,525593.278765279799700,1423041.728244151687250
1282,1282,523688.022876954055391,1423041.728244151687250,525593.278765279799700,1421391.728244151920080
1283,1283,523688.022876954055391,1421391.728244151920080,525593.278765279799700,1419741.728244151687250
1284,1284,523688.022876954055391,1419741.728244151687250,525593.278765279799700,1418091.728244151687250
1285,1285,523688.022876954055391,1418091.728244151687250,525593.278765279799700,1416441.728244151687250
1286,1286,523688.022876954055391,1416441.728244151687250,525593.278765279799700,1414791.728244151920080
1287,1287,523688.022876954055391,1414791.728244151920080,525593.278765279799700,1413141.728244151687250
1288,1288,523688.022876954055391,1413141.728244151687250,525593.278765279799700,1411491.728244151687250
1289,1289,523688.022876954055391,1411491.728244151687250,525593.278765279799700,1409841.728244151687250
1290,1290,523688.022876954055391,1409841.728244151687250,525593.278765279799700,1408191.728244151920080
1291,1291,523688.022876954055391,1408191.728244151920080,525593.278765279799700,1406541.728244151687250
1292,1292,523688.022876954055391,1406541.728244151687250,525593.278765279799700,1404891.728244151687250
1293,1293,523688.022876954055391,1404891.728244151687250,525593.278765279799700,1403241.728244151687250
1294,1294,523688.022876954055391,1403241.728244151687250,525593.278765279799700,1401591.728244151920080
1303,1303,525116.964793198392726,1445316.728244151687250,527022.220681524137035,1443666.728244151687250
1304,1304,525116.964793198392726,1443666.728244151687250,527022.220681524137035,1442016.728244151687250
1305,1305,525116.964793198392726,1442016.728244151687250,527022.220681524137035,1440366.728244151687250
1306,1306,525116.964793198392726,1440366.728244151687250,527022.220681524137035,1438716.728244151687250
1307,1307,525116.964793198392726,1438716.728244151687250,527022.220681524137035,1437066.728244151687250
1308,1308,525116.964793198392726,1437066.728244151687250,527022.220681524137035,1435416.728244151687250
1309,1309,525116.964793198392726,1435416.728244151687250,527022.220681524137035,1433766.728244151687250
1310,1310,525116.964793198392726,1433766.728244151687250,527022.220681524137035,1432116.728244151687250
1311,1311,525116.964793198392726,1432116.728244151687250,527022.220681524137035,1430466.728244151687250
1312,1312,525116.964793198392726,1430466.728244151687250,527022.220681524137035,1428816.728244151687250
1313,1313,525116.964793198392726,1428816.728244151687250,527022.220681524137035,1427166.728244151687250
1314,1314,525116.964793198392726,1427166.728244151687250,527022.220681524137035,1425516.728244151687250
1315,1315,525116.964793198392726,1425516.728244151687250,527022.220681524137035,1423866.728244151687250
1316,1316,525116.964793198392726,1423866.728244151687250,527022.220681524137035,1422216.728244151687250
1317,1317,525116.964793198392726,1422216.728244151687250,527022.220681524137035,1420566.728244151687250
1318,1318,525116.964793198392726,1420566.728244151687250,527022.220681524137035,1418916.728244151687250
1319,1319,525116.964793198392726,1418916.728244151687250,527022.220681524137035,1417266.728244151687250
1320,1320,525116.964793198392726,1417266.728244151687250,527022.220681524137035,1415616.728244151687250
1321,1321,525116.964793198392726,1415616.728244151687250,527022.220681524137035,1413966.728244151687250
1322,1322,525116.964793198392726,1413966.728244151687250,527022.220681524137035,1412316.728244151687250
1323,1323,525116.964793198392726,1412316.728244151687250,527022.220681524137035,1410666.728244151687250
1324,1324,525116.964793198392726,1410666.728244151687250,527022.220681524137035,1409016.728244151687250
1325,1325,525116.964793198392726,1409016.728244151687250,527022.220681524137035,1407366.728244151687250
1326,1326,525116.964793198392726,1407366.728244151687250,527022.220681524137035,1405716.728244151687250
1327,1327,525116.964793198392726,1405716.728244151687250,527022.220681524137035,1404066.728244151687250
1328,1328,525116.964793198392726,1404066.728244151687250,527022.220681524137035,1402416.728244151687250
1353,1353,526545.906709442730062,1421391.728244151920080,528451.162597768474370,1419741.728244151687250
1354,1354,526545.906709442730062,1419741.728244151687250,528451.162597768474370,1418091.728244151687250
1355,1355,526545.906709442730062,1418091.728244151687250,528451.162597768474370,1416441.728244151687250
1356,1356,526545.906709442730062,1416441.728244151687250,528451.162597768474370,1414791.728244151920080
1357,1357,526545.906709442730062,1414791.728244151920080,528451.162597768474370,1413141.728244151687250
1358,1358,526545.906709442730062,1413141.728244151687250,528451.162597768474370,1411491.728244151687250
1359,1359,526545.906709442730062,1411491.728244151687250,528451.162597768474370,1409841.728244151687250
1360,1360,526545.906709442730062,1409841.728244151687250,528451.162597768474370,1408191.728244151920080
1361,1361,526545.906709442730062,1408191.728244151920080,528451.162597768474370,1406541.728244151687250
1362,1362,526545.906709442730062,1406541.728244151687250,528451.162597768474370,1404891.728244151687250
1363,1363,526545.906709442730062,1404891.728244151687250,528451.162597768474370,1403241.728244151687250
1364,1364,526545.906709442730062,1403241.728244151687250,528451.162597768474370,1401591.728244151920080
1397,1397,527974.848625687067397,1405716.728244151687250,529880.104514012811705,1404066.728244151687250
1398,1398,527974.848625687067397,1404066.728244151687250,529880.104514012811705,1402416.728244151687250
