id,X,Y
1177,520353.8251,1421391.728
1178,520353.8251,1419741.728
1179,520353.8251,1418091.728
1180,520353.8251,1416441.728
1181,520353.8251,1414791.728
1182,520353.8251,1413141.728
1183,520353.8251,1411491.728
1184,520353.8251,1409841.728
1185,520353.8251,1408191.728
1186,520353.8251,1406541.728
1187,520353.8251,1404891.728
1188,520353.8251,1403241.728
1197,521782.767,1446966.728
1198,521782.767,1445316.728
1199,521782.767,1443666.728
1200,521782.767,1442016.728
1201,521782.767,1440366.728
1202,521782.767,1438716.728
1203,521782.767,1437066.728
1204,521782.767,1435416.728
1205,521782.767,1433766.728
1206,521782.767,1432116.728
1207,521782.767,1430466.728
1208,521782.767,1428816.728
1209,521782.767,1427166.728
1210,521782.767,1425516.728
1211,521782.767,1423866.728
1212,521782.767,1422216.728
1213,521782.767,1420566.728
1214,521782.767,1418916.728
1215,521782.767,1417266.728
1216,521782.767,1415616.728
1217,521782.767,1413966.728
1218,521782.767,1412316.728
1219,521782.767,1410666.728
1220,521782.767,1409016.728
1221,521782.767,1407366.728
1222,521782.767,1405716.728
1223,521782.767,1404066.728
1224,521782.767,1402416.728
1232,523211.7089,1446141.728
1233,523211.7089,1444491.728
1234,523211.7089,1442841.728
1235,523211.7089,1441191.728
1236,523211.7089,1439541.728
1237,523211.7089,1437891.728
1238,523211.7089,1436241.728
1239,523211.7089,1434591.728
1240,523211.7089,1432941.728
1241,523211.7089,1431291.728
1242,523211.7089,1429641.728
1243,523211.7089,1427991.728
1244,523211.7089,1426341.728
1245,523211.7089,1424691.728
1246,523211.7089,1423041.728
1247,523211.7089,1421391.728
1248,523211.7089,1419741.728
1249,523211.7089,1418091.728
1250,523211.7089,1416441.728
1251,523211.7089,1414791.728
1252,523211.7089,1413141.728
1253,523211.7089,1411491.728
1254,523211.7089,1409841.728
1255,523211.7089,1408191.728
1256,523211.7089,1406541.728
1257,523211.7089,1404891.728
1258,523211.7089,1403241.728
1268,524640.6508,1445316.728
1269,524640.6508,1443666.728
1270,524640.6508,1442016.728
1271,524640.6508,1440366.728
1272,524640.6508,1438716.728
1273,524640.6508,1437066.728
1274,524640.6508,1435416.728
1275,524640.6508,1433766.728
1276,524640.6508,1432116.728
1277,524640.6508,1430466.728
1278,524640.6508,1428816.728
1279,524640.6508,1427166.728
1280,524640.6508,1425516.728
1281,524640.6508,1423866.728
1282,524640.6508,1422216.728
1283,524640.6508,1420566.728
1284,524640.6508,1418916.728
1285,524640.6508,1417266.728
1286,524640.6508,1415616.728
1287,524640.6508,1413966.728
1288,524640.6508,1412316.728
1289,524640.6508,1410666.728
1290,524640.6508,1409016.728
1291,524640.6508,1407366.728
1292,524640.6508,1405716.728
1293,524640.6508,1404066.728
1294,524640.6508,1402416.728
1303,526069.5927,1444491.728
1304,526069.5927,1442841.728
1305,526069.5927,1441191.728
1306,526069.5927,1439541.728
1307,526069.5927,1437891.728
1308,526069.5927,1436241.728
1309,526069.5927,1434591.728
1310,526069.5927,1432941.728
1311,526069.5927,1431291.728
1312,526069.5927,1429641.728
1313,526069.5927,1427991.728
1314,526069.5927,1426341.728
1315,526069.5927,1424691.728
1316,526069.5927,1423041.728
1317,526069.5927,1421391.728
1318,526069.5927,1419741.728
1319,526069.5927,1418091.728
1320,526069.5927,1416441.728
1321,526069.5927,1414791.728
1322,526069.5927,1413141.728
1323,526069.5927,1411491.728
1324,526069.5927,1409841.728
1325,526069.5927,1408191.728
1326,526069.5927,1406541.728
1327,526069.5927,1404891.728
1328,526069.5927,1403241.728
1353,527498.5347,1420566.728
1354,527498.5347,1418916.728
1355,527498.5347,1417266.728
1356,527498.5347,1415616.728
1357,527498.5347,1413966.728
1358,527498.5347,1412316.728
1359,527498.5347,1410666.728
1360,527498.5347,1409016.728
1361,527498.5347,1407366.728
1362,527498.5347,1405716.728
1363,527498.5347,1404066.728
1364,527498.5347,1402416.728
1397,528927.4766,1404891.728
1398,528927.4766,1403241.728
