fid,LH,fid_2,id,left,top,right,bottom,geom_wkt
"1",1,748,748,502253.894133289169986,1437066.728244151687250,504159.150021614972502,1435416.728244151687250,"MultiPolygon (((121.02217374 12.9867758, 121.02656487 12.99423308, 121.03534624 12.99423228, 121.03973597 12.98677421, 121.03534458 12.97931714, 121.02656373 12.97931793, 121.02217374 12.9867758)))"
"1",1,749,749,502253.894133289169986,1435416.728244151687250,504159.150021614972502,1433766.728244151687250,"MultiPolygon (((121.02217286 12.97186064, 121.02656373 12.97931793, 121.03534458 12.97931714, 121.03973404 12.97185905, 121.03534291 12.96440198, 121.02656258 12.96440277, 121.02217286 12.97186064)))"
"1",1,750,750,502253.894133289169986,1433766.728244151687250,504159.150021614972502,1432116.728244151687250,"MultiPolygon (((121.02217198 12.95694547, 121.02656258 12.96440277, 121.03534291 12.96440198, 121.03973211 12.95694388, 121.03534125 12.9494868, 121.02656145 12.94948759, 121.02217198 12.95694547)))"
"1",1,751,751,502253.894133289169986,1432116.728244151687250,504159.150021614972502,1430466.728244151687250,"MultiPolygon (((121.0221711 12.94203028, 121.02656145 12.94948759, 121.03534125 12.9494868, 121.03973019 12.9420287, 121.03533959 12.93457161, 121.02656031 12.9345724, 121.0221711 12.94203028)))"
"1",1,752,752,502253.894133289169986,1430466.728244151687250,504159.150021614972502,1428816.728244151687250,"MultiPolygon (((121.02217023 12.92711508, 121.02656031 12.9345724, 121.03533959 12.93457161, 121.03972827 12.9271135, 121.03533793 12.91965639, 121.02655917 12.91965718, 121.02217023 12.92711508)))"
"1",1,753,753,502253.894133289169986,1428816.728244151687250,504159.150021614972502,1427166.728244151687250,"MultiPolygon (((121.02216935 12.91219986, 121.02655917 12.91965718, 121.03533793 12.91965639, 121.03972636 12.91219828, 121.03533628 12.90474117, 121.02655804 12.90474195, 121.02216935 12.91219986)))"
"1",1,754,754,502253.894133289169986,1427166.728244151687250,504159.150021614972502,1425516.728244151687250,"MultiPolygon (((121.02216848 12.89728462, 121.02655804 12.90474195, 121.03533628 12.90474117, 121.03972444 12.89728304, 121.03533463 12.88982592, 121.02655691 12.88982671, 121.02216848 12.89728462)))"
"1",1,755,755,502253.894133289169986,1425516.728244151687250,504159.150021614972502,1423866.728244151687250,"MultiPolygon (((121.02216761 12.88236936, 121.02655691 12.88982671, 121.03533463 12.88982592, 121.03972253 12.88236779, 121.03533298 12.87491066, 121.02655578 12.87491144, 121.02216761 12.88236936)))"
"1",1,757,757,502253.894133289169986,1422216.728244151687250,504159.150021614972502,1420566.728244151687250,"MultiPolygon (((121.02216587 12.8525388, 121.02655465 12.85999616, 121.03533133 12.85999538, 121.03971872 12.85253723, 121.03532969 12.84508008, 121.02655352 12.84508087, 121.02216587 12.8525388)))"
"1",1,758,758,502253.894133289169986,1420566.728244151687250,504159.150021614972502,1418916.728244151687250,"MultiPolygon (((121.02216501 12.83762349, 121.02655352 12.84508087, 121.03532969 12.84508008, 121.03971682 12.83762193, 121.03532805 12.83016477, 121.0265524 12.83016555, 121.02216501 12.83762349)))"
"1",1,759,759,502253.894133289169986,1418916.728244151687250,504159.150021614972502,1417266.728244151687250,"MultiPolygon (((121.02216414 12.82270817, 121.0265524 12.83016555, 121.03532805 12.83016477, 121.03971492 12.82270661, 121.03532641 12.81524944, 121.02655128 12.81525022, 121.02216414 12.82270817)))"
"1",1,760,760,502253.894133289169986,1417266.728244151687250,504159.150021614972502,1415616.728244151687250,"MultiPolygon (((121.02216328 12.80779283, 121.02655128 12.81525022, 121.03532641 12.81524944, 121.03971303 12.80779127, 121.03532477 12.80033409, 121.02655016 12.80033487, 121.02216328 12.80779283)))"
"1",1,761,761,502253.894133289169986,1415616.728244151687250,504159.150021614972502,1413966.728244151687250,"MultiPolygon (((121.02216242 12.79287747, 121.02655016 12.80033487, 121.03532477 12.80033409, 121.03971113 12.79287591, 121.03532314 12.78541873, 121.02654904 12.78541951, 121.02216242 12.79287747)))"
"1",1,762,762,502253.894133289169986,1413966.728244151687250,504159.150021614972502,1412316.728244151687250,"MultiPolygon (((121.02216156 12.7779621, 121.02654904 12.78541951, 121.03532314 12.78541873, 121.03970924 12.77796054, 121.03532151 12.77050335, 121.02654792 12.77050413, 121.02216156 12.7779621)))"
"1",1,763,763,502253.894133289169986,1412316.728244151687250,504159.150021614972502,1410666.728244151687250,"MultiPolygon (((121.0221607 12.76304671, 121.02654792 12.77050413, 121.03532151 12.77050335, 121.03970736 12.76304515, 121.03531988 12.75558795, 121.02654681 12.75558873, 121.0221607 12.76304671)))"
"1",1,764,764,502253.894133289169986,1410666.728244151687250,504159.150021614972502,1409016.728244151687250,"MultiPolygon (((121.02215984 12.7481313, 121.02654681 12.75558873, 121.03531988 12.75558795, 121.03970547 12.74812975, 121.03531825 12.74067254, 121.0265457 12.74067331, 121.02215984 12.7481313)))"
"1",1,765,765,502253.894133289169986,1409016.728244151687250,504159.150021614972502,1407366.728244151687250,"MultiPolygon (((121.02215899 12.73321588, 121.0265457 12.74067331, 121.03531825 12.74067254, 121.03970359 12.73321433, 121.03531663 12.72575711, 121.02654458 12.72575788, 121.02215899 12.73321588)))"
"1",1,766,766,502253.894133289169986,1407366.728244151687250,504159.150021614972502,1405716.728244151687250,"MultiPolygon (((121.02215814 12.71830044, 121.02654458 12.72575788, 121.03531663 12.72575711, 121.03970171 12.71829889, 121.03531501 12.71084166, 121.02654348 12.71084243, 121.02215814 12.71830044)))"
"1",1,767,767,502253.894133289169986,1405716.728244151687250,504159.150021614972502,1404066.728244151687250,"MultiPolygon (((121.02215728 12.70338498, 121.02654348 12.71084243, 121.03531501 12.71084166, 121.03969984 12.70338344, 121.03531339 12.6959262, 121.02654237 12.69592697, 121.02215728 12.70338498)))"
"1",1,768,768,502253.894133289169986,1404066.728244151687250,504159.150021614972502,1402416.728244151687250,"MultiPolygon (((121.02215643 12.68846951, 121.02654237 12.69592697, 121.03531339 12.6959262, 121.03969796 12.68846797, 121.03531177 12.68101072, 121.02654126 12.68101149, 121.02215643 12.68846951)))"
"1",1,779,779,503682.836049533507321,1444491.728244151687250,505588.091937859309837,1442841.728244151687250,"MultiPolygon (((121.03535294 13.05389269, 121.03974565 13.06134971, 121.04852939 13.06134846, 121.05291989 13.05389019, 121.04852692 13.04643339, 121.0397437 13.04643464, 121.03535294 13.05389269)))"
"1",1,780,780,503682.836049533507321,1442841.728244151687250,505588.091937859309837,1441191.728244151920080,"MultiPolygon (((121.03535126 13.03897761, 121.0397437 13.04643464, 121.04852692 13.04643339, 121.05291716 13.03897512, 121.04852445 13.03151831, 121.03974177 13.03151956, 121.03535126 13.03897761)))"
"1",1,781,781,503682.836049533507321,1441191.728244151920080,505588.091937859309837,1439541.728244151687250,"MultiPolygon (((121.03534959 13.02406252, 121.03974177 13.03151956, 121.04852445 13.03151831, 121.05291443 13.02406003, 121.04852199 13.01660321, 121.03973983 13.01660446, 121.03534959 13.02406252)))"
"1",1,782,782,503682.836049533507321,1439541.728244151687250,505588.091937859309837,1437891.728244151687250,"MultiPolygon (((121.03534791 13.00914741, 121.03973983 13.01660446, 121.04852199 13.01660321, 121.05291171 13.00914492, 121.04851953 13.0016881, 121.0397379 13.00168934, 121.03534791 13.00914741)))"
"1",1,783,783,503682.836049533507321,1437891.728244151687250,505588.091937859309837,1436241.728244151687250,"MultiPolygon (((121.03534624 12.99423228, 121.0397379 13.00168934, 121.04851953 13.0016881, 121.05290899 12.9942298, 121.04851708 12.98677296, 121.03973597 12.98677421, 121.03534624 12.99423228)))"
"1",1,784,784,503682.836049533507321,1436241.728244151687250,505588.091937859309837,1434591.728244151920080,"MultiPolygon (((121.03534458 12.97931714, 121.03973597 12.98677421, 121.04851708 12.98677296, 121.05290627 12.97931466, 121.04851463 12.97185781, 121.03973404 12.97185905, 121.03534458 12.97931714)))"
"1",1,785,785,503682.836049533507321,1434591.728244151920080,505588.091937859309837,1432941.728244151687250,"MultiPolygon (((121.03534291 12.96440198, 121.03973404 12.97185905, 121.04851463 12.97185781, 121.05290356 12.9643995, 121.04851218 12.95694265, 121.03973211 12.95694388, 121.03534291 12.96440198)))"
"1",1,786,786,503682.836049533507321,1432941.728244151687250,505588.091937859309837,1431291.728244151687250,"MultiPolygon (((121.03534125 12.9494868, 121.03973211 12.95694388, 121.04851218 12.95694265, 121.05290086 12.94948433, 121.04850973 12.94202746, 121.03973019 12.9420287, 121.03534125 12.9494868)))"
"1",1,787,787,503682.836049533507321,1431291.728244151687250,505588.091937859309837,1429641.728244151687250,"MultiPolygon (((121.03533959 12.93457161, 121.03973019 12.9420287, 121.04850973 12.94202746, 121.05289815 12.93456914, 121.04850729 12.92711226, 121.03972827 12.9271135, 121.03533959 12.93457161)))"
"1",1,788,788,503682.836049533507321,1429641.728244151687250,505588.091937859309837,1427991.728244151920080,"MultiPolygon (((121.03533793 12.91965639, 121.03972827 12.9271135, 121.04850729 12.92711226, 121.05289545 12.91965393, 121.04850486 12.91219705, 121.03972636 12.91219828, 121.03533793 12.91965639)))"
"1",1,789,789,503682.836049533507321,1427991.728244151920080,505588.091937859309837,1426341.728244151687250,"MultiPolygon (((121.03533628 12.90474117, 121.03972636 12.91219828, 121.04850486 12.91219705, 121.05289276 12.9047387, 121.04850242 12.89728181, 121.03972444 12.89728304, 121.03533628 12.90474117)))"
"1",1,790,790,503682.836049533507321,1426341.728244151687250,505588.091937859309837,1424691.728244151687250,"MultiPolygon (((121.03533463 12.88982592, 121.03972444 12.89728304, 121.04850242 12.89728181, 121.05289007 12.88982346, 121.04849999 12.88236656, 121.03972253 12.88236779, 121.03533463 12.88982592)))"
"1",1,791,791,503682.836049533507321,1424691.728244151687250,505588.091937859309837,1423041.728244151687250,"MultiPolygon (((121.03533298 12.87491066, 121.03972253 12.88236779, 121.04849999 12.88236656, 121.05288738 12.8749082, 121.04849757 12.86745129, 121.03972063 12.86745252, 121.03533298 12.87491066)))"
"1",1,793,793,503682.836049533507321,1421391.728244151920080,505588.091937859309837,1419741.728244151687250,"MultiPolygon (((121.03532969 12.84508008, 121.03971872 12.85253723, 121.04849514 12.85253601, 121.05288202 12.84507763, 121.04849273 12.8376207, 121.03971682 12.83762193, 121.03532969 12.84508008)))"
"1",1,795,795,503682.836049533507321,1418091.728244151687250,505588.091937859309837,1416441.728244151687250,"MultiPolygon (((121.03532641 12.81524944, 121.03971492 12.82270661, 121.04849031 12.82270538, 121.05287667 12.815247, 121.0484879 12.80779005, 121.03971303 12.80779127, 121.03532641 12.81524944)))"
"1",1,796,796,503682.836049533507321,1416441.728244151687250,505588.091937859309837,1414791.728244151920080,"MultiPolygon (((121.03532477 12.80033409, 121.03971303 12.80779127, 121.0484879 12.80779005, 121.052874 12.80033166, 121.04848549 12.7928747, 121.03971113 12.79287591, 121.03532477 12.80033409)))"
"1",1,797,797,503682.836049533507321,1414791.728244151920080,505588.091937859309837,1413141.728244151687250,"MultiPolygon (((121.03532314 12.78541873, 121.03971113 12.79287591, 121.04848549 12.7928747, 121.05287133 12.7854163, 121.04848308 12.77795933, 121.03970924 12.77796054, 121.03532314 12.78541873)))"
"1",1,800,800,503682.836049533507321,1409841.728244151687250,505588.091937859309837,1408191.728244151920080,"MultiPolygon (((121.03531825 12.74067254, 121.03970547 12.74812975, 121.04847828 12.74812854, 121.05286336 12.74067012, 121.04847589 12.73321312, 121.03970359 12.73321433, 121.03531825 12.74067254)))"
"1",1,801,801,503682.836049533507321,1408191.728244151920080,505588.091937859309837,1406541.728244151687250,"MultiPolygon (((121.03531663 12.72575711, 121.03970359 12.73321433, 121.04847589 12.73321312, 121.05286072 12.72575469, 121.0484735 12.71829768, 121.03970171 12.71829889, 121.03531663 12.72575711)))"
"1",1,802,802,503682.836049533507321,1406541.728244151687250,505588.091937859309837,1404891.728244151687250,"MultiPolygon (((121.03531501 12.71084166, 121.03970171 12.71829889, 121.0484735 12.71829768, 121.05285807 12.71083925, 121.04847111 12.70338223, 121.03969984 12.70338344, 121.03531501 12.71084166)))"
"1",1,803,803,503682.836049533507321,1404891.728244151687250,505588.091937859309837,1403241.728244151687250,"MultiPolygon (((121.03531339 12.6959262, 121.03969984 12.70338344, 121.04847111 12.70338223, 121.05285543 12.69592379, 121.04846873 12.68846676, 121.03969796 12.68846797, 121.03531339 12.6959262)))"
"1",1,813,813,505111.777965777786449,1445316.728244151687250,507017.033854103647172,1443666.728244151687250,"MultiPolygon (((121.04852939 13.06134846, 121.05292262 13.06880525, 121.06170662 13.06880355, 121.06609686 13.06134507, 121.06170336 13.0538885, 121.05291989 13.05389019, 121.04852939 13.06134846)))"
"1",1,814,814,505111.777965777786449,1443666.728244151687250,507017.033854103647172,1442016.728244151687250,"MultiPolygon (((121.04852692 13.04643339, 121.05291989 13.05389019, 121.06170336 13.0538885, 121.06609334 13.04643001, 121.0617001 13.03897343, 121.05291716 13.03897512, 121.04852692 13.04643339)))"
"1",1,815,815,505111.777965777786449,1442016.728244151687250,507017.033854103647172,1440366.728244151687250,"MultiPolygon (((121.04852445 13.03151831, 121.05291716 13.03897512, 121.0617001 13.03897343, 121.06608982 13.03151493, 121.06169685 13.02405834, 121.05291443 13.02406003, 121.04852445 13.03151831)))"
"1",1,816,816,505111.777965777786449,1440366.728244151687250,507017.033854103647172,1438716.728244151687250,"MultiPolygon (((121.04852199 13.01660321, 121.05291443 13.02406003, 121.06169685 13.02405834, 121.06608631 13.01659983, 121.0616936 13.00914324, 121.05291171 13.00914492, 121.04852199 13.01660321)))"
"1",1,817,817,505111.777965777786449,1438716.728244151687250,507017.033854103647172,1437066.728244151687250,"MultiPolygon (((121.04851953 13.0016881, 121.05291171 13.00914492, 121.0616936 13.00914324, 121.0660828 13.00168472, 121.06169036 12.99422811, 121.05290899 12.9942298, 121.04851953 13.0016881)))"
"1",1,818,818,505111.777965777786449,1437066.728244151687250,507017.033854103647172,1435416.728244151687250,"MultiPolygon (((121.04851708 12.98677296, 121.05290899 12.9942298, 121.06169036 12.99422811, 121.0660793 12.98676959, 121.06168712 12.97931298, 121.05290627 12.97931466, 121.04851708 12.98677296)))"
"1",1,819,819,505111.777965777786449,1435416.728244151687250,507017.033854103647172,1433766.728244151687250,"MultiPolygon (((121.04851463 12.97185781, 121.05290627 12.97931466, 121.06168712 12.97931298, 121.0660758 12.97185445, 121.06168389 12.96439782, 121.05290356 12.9643995, 121.04851463 12.97185781)))"
"1",1,820,820,505111.777965777786449,1433766.728244151687250,507017.033854103647172,1432116.728244151687250,"MultiPolygon (((121.04851218 12.95694265, 121.05290356 12.9643995, 121.06168389 12.96439782, 121.0660723 12.95693929, 121.06168066 12.94948265, 121.05290086 12.94948433, 121.04851218 12.95694265)))"
"1",1,821,821,505111.777965777786449,1432116.728244151687250,507017.033854103647172,1430466.728244151687250,"MultiPolygon (((121.04850973 12.94202746, 121.05290086 12.94948433, 121.06168066 12.94948265, 121.06606882 12.94202411, 121.06167743 12.93456746, 121.05289815 12.93456914, 121.04850973 12.94202746)))"
"1",1,823,823,505111.777965777786449,1428816.728244151687250,507017.033854103647172,1427166.728244151687250,"MultiPolygon (((121.04850486 12.91219705, 121.05289545 12.91965393, 121.06167421 12.91965225, 121.06606185 12.9121937, 121.061671 12.90473703, 121.05289276 12.9047387, 121.04850486 12.91219705)))"
"1",1,824,824,505111.777965777786449,1427166.728244151687250,507017.033854103647172,1425516.728244151687250,"MultiPolygon (((121.04850242 12.89728181, 121.05289276 12.9047387, 121.061671 12.90473703, 121.06605838 12.89727847, 121.06166779 12.88982179, 121.05289007 12.88982346, 121.04850242 12.89728181)))"
"1",1,825,825,505111.777965777786449,1425516.728244151687250,507017.033854103647172,1423866.728244151687250,"MultiPolygon (((121.04849999 12.88236656, 121.05289007 12.88982346, 121.06166779 12.88982179, 121.06605491 12.88236322, 121.06166458 12.87490653, 121.05288738 12.8749082, 121.04849999 12.88236656)))"
"1",1,826,826,505111.777965777786449,1423866.728244151687250,507017.033854103647172,1422216.728244151687250,"MultiPolygon (((121.04849757 12.86745129, 121.05288738 12.8749082, 121.06166458 12.87490653, 121.06605145 12.86744796, 121.06166138 12.85999126, 121.0528847 12.85999293, 121.04849757 12.86745129)))"
"1",1,828,828,505111.777965777786449,1420566.728244151687250,507017.033854103647172,1418916.728244151687250,"MultiPolygon (((121.04849273 12.8376207, 121.05288202 12.84507763, 121.06165818 12.84507597, 121.06604453 12.83761738, 121.06165498 12.83016066, 121.05287934 12.83016232, 121.04849273 12.8376207)))"
"1",1,831,831,505111.777965777786449,1415616.728244151687250,507017.033854103647172,1413966.728244151687250,"MultiPolygon (((121.04848549 12.7928747, 121.052874 12.80033166, 121.06164861 12.80033, 121.0660342 12.79287138, 121.06164543 12.78541464, 121.05287133 12.7854163, 121.04848549 12.7928747)))"
"1",1,832,832,505111.777965777786449,1413966.728244151687250,507017.033854103647172,1412316.728244151687250,"MultiPolygon (((121.04848308 12.77795933, 121.05287133 12.7854163, 121.06164543 12.78541464, 121.06603076 12.77795602, 121.06164226 12.77049927, 121.05286867 12.77050092, 121.04848308 12.77795933)))"
"1",1,834,834,505111.777965777786449,1410666.728244151687250,507017.033854103647172,1409016.728244151687250,"MultiPolygon (((121.04847828 12.74812854, 121.05286602 12.75558553, 121.06163909 12.75558388, 121.06602391 12.74812524, 121.06163592 12.74066847, 121.05286336 12.74067012, 121.04847828 12.74812854)))"
"1",1,835,835,505111.777965777786449,1409016.728244151687250,507017.033854103647172,1407366.728244151687250,"MultiPolygon (((121.04847589 12.73321312, 121.05286336 12.74067012, 121.06163592 12.74066847, 121.06602049 12.73320983, 121.06163276 12.72575304, 121.05286072 12.72575469, 121.04847589 12.73321312)))"
"1",1,836,836,505111.777965777786449,1407366.728244151687250,507017.033854103647172,1405716.728244151687250,"MultiPolygon (((121.0484735 12.71829768, 121.05286072 12.72575469, 121.06163276 12.72575304, 121.06601707 12.71829439, 121.0616296 12.7108376, 121.05285807 12.71083925, 121.0484735 12.71829768)))"
"1",1,837,837,505111.777965777786449,1405716.728244151687250,507017.033854103647172,1404066.728244151687250,"MultiPolygon (((121.04847111 12.70338223, 121.05285807 12.71083925, 121.0616296 12.7108376, 121.06601366 12.70337895, 121.06162645 12.69592214, 121.05285543 12.69592379, 121.04847111 12.70338223)))"
"1",1,838,838,505111.777965777786449,1404066.728244151687250,507017.033854103647172,1402416.728244151687250,"MultiPolygon (((121.04846873 12.68846676, 121.05285543 12.69592379, 121.06162645 12.69592214, 121.06601025 12.68846348, 121.0616233 12.68100667, 121.05285279 12.68100831, 121.04846873 12.68846676)))"
"1",1,849,849,506540.719882022065576,1444491.728244151687250,508445.975770347926300,1442841.728244151687250,"MultiPolygon (((121.06170336 13.0538885, 121.06609686 13.06134507, 121.07488059 13.06134292, 121.0792703 13.05388421, 121.07487654 13.04642786, 121.06609334 13.04643001, 121.06170336 13.0538885)))"
"1",1,850,850,506540.719882022065576,1442841.728244151687250,508445.975770347926300,1441191.728244151920080,"MultiPolygon (((121.0617001 13.03897343, 121.06609334 13.04643001, 121.07487654 13.04642786, 121.07926599 13.03896915, 121.0748725 13.03151279, 121.06608982 13.03151493, 121.0617001 13.03897343)))"
"1",1,851,851,506540.719882022065576,1441191.728244151920080,508445.975770347926300,1439541.728244151687250,"MultiPolygon (((121.06169685 13.02405834, 121.06608982 13.03151493, 121.0748725 13.03151279, 121.07926169 13.02405407, 121.07486846 13.0165977, 121.06608631 13.01659983, 121.06169685 13.02405834)))"
"1",1,852,852,506540.719882022065576,1439541.728244151687250,508445.975770347926300,1437891.728244151687250,"MultiPolygon (((121.0616936 13.00914324, 121.06608631 13.01659983, 121.07486846 13.0165977, 121.07925739 13.00913897, 121.07486443 13.00168259, 121.0660828 13.00168472, 121.0616936 13.00914324)))"
"1",1,853,853,506540.719882022065576,1437891.728244151687250,508445.975770347926300,1436241.728244151687250,"MultiPolygon (((121.06169036 12.99422811, 121.0660828 13.00168472, 121.07486443 13.00168259, 121.0792531 12.99422385, 121.0748604 12.98676746, 121.0660793 12.98676959, 121.06169036 12.99422811)))"
"1",1,854,854,506540.719882022065576,1436241.728244151687250,508445.975770347926300,1434591.728244151920080,"MultiPolygon (((121.06168712 12.97931298, 121.0660793 12.98676959, 121.0748604 12.98676746, 121.07924881 12.97930872, 121.07485638 12.97185232, 121.0660758 12.97185445, 121.06168712 12.97931298)))"
"1",1,855,855,506540.719882022065576,1434591.728244151920080,508445.975770347926300,1432941.728244151687250,"MultiPolygon (((121.06168389 12.96439782, 121.0660758 12.97185445, 121.07485638 12.97185232, 121.07924453 12.96439357, 121.07485236 12.95693716, 121.0660723 12.95693929, 121.06168389 12.96439782)))"
"1",1,856,856,506540.719882022065576,1432941.728244151687250,508445.975770347926300,1431291.728244151687250,"MultiPolygon (((121.06168066 12.94948265, 121.0660723 12.95693929, 121.07485236 12.95693716, 121.07924026 12.9494784, 121.07484835 12.94202198, 121.06606882 12.94202411, 121.06168066 12.94948265)))"
"1",1,858,858,506540.719882022065576,1429641.728244151687250,508445.975770347926300,1427991.728244151920080,"MultiPolygon (((121.06167421 12.91965225, 121.06606533 12.92710891, 121.07484435 12.92710679, 121.07923172 12.91964802, 121.07484035 12.91219158, 121.06606185 12.9121937, 121.06167421 12.91965225)))"
"1",1,860,860,506540.719882022065576,1426341.728244151687250,508445.975770347926300,1424691.728244151687250,"MultiPolygon (((121.06166779 12.88982179, 121.06605838 12.89727847, 121.07483635 12.89727635, 121.07922322 12.88981757, 121.07483237 12.88236111, 121.06605491 12.88236322, 121.06166779 12.88982179)))"
"1",1,861,861,506540.719882022065576,1424691.728244151687250,508445.975770347926300,1423041.728244151687250,"MultiPolygon (((121.06166458 12.87490653, 121.06605491 12.88236322, 121.07483237 12.88236111, 121.07921897 12.87490232, 121.07482838 12.86744585, 121.06605145 12.86744796, 121.06166458 12.87490653)))"
"1",1,863,863,506540.719882022065576,1421391.728244151920080,508445.975770347926300,1419741.728244151687250,"MultiPolygon (((121.06165818 12.84507597, 121.06604799 12.85253268, 121.0748244 12.85253057, 121.0792105 12.84507176, 121.07482043 12.83761528, 121.06604453 12.83761738, 121.06165818 12.84507597)))"
"1",1,867,867,506540.719882022065576,1414791.728244151920080,508445.975770347926300,1413141.728244151687250,"MultiPolygon (((121.06164543 12.78541464, 121.0660342 12.79287138, 121.07480855 12.79286929, 121.07919362 12.78541046, 121.0748046 12.77795393, 121.06603076 12.77795602, 121.06164543 12.78541464)))"
"1",1,870,870,506540.719882022065576,1409841.728244151687250,508445.975770347926300,1408191.728244151920080,"MultiPolygon (((121.06163592 12.74066847, 121.06602391 12.74812524, 121.07479671 12.74812315, 121.07918102 12.7406643, 121.07479278 12.73320774, 121.06602049 12.73320983, 121.06163592 12.74066847)))"
"1",1,871,871,506540.719882022065576,1408191.728244151920080,508445.975770347926300,1406541.728244151687250,"MultiPolygon (((121.06163276 12.72575304, 121.06602049 12.73320983, 121.07479278 12.73320774, 121.07917683 12.72574888, 121.07478885 12.71829231, 121.06601707 12.71829439, 121.06163276 12.72575304)))"
"1",1,872,872,506540.719882022065576,1406541.728244151687250,508445.975770347926300,1404891.728244151687250,"MultiPolygon (((121.0616296 12.7108376, 121.06601707 12.71829439, 121.07478885 12.71829231, 121.07917265 12.71083345, 121.07478493 12.70337687, 121.06601366 12.70337895, 121.0616296 12.7108376)))"
"1",1,873,873,506540.719882022065576,1404891.728244151687250,508445.975770347926300,1403241.728244151687250,"MultiPolygon (((121.06162645 12.69592214, 121.06601366 12.70337895, 121.07478493 12.70337687, 121.07916848 12.69591799, 121.07478101 12.68846141, 121.06601025 12.68846348, 121.06162645 12.69592214)))"
"1",1,883,883,507969.661798266461119,1445316.728244151687250,509874.917686592263635,1443666.728244151687250,"MultiPolygon (((121.07488059 13.06134292, 121.07927462 13.06879926, 121.08805861 13.06879667, 121.09244806 13.06133774, 121.08805377 13.05388162, 121.0792703 13.05388421, 121.07488059 13.06134292)))"
"1",1,884,884,507969.661798266461119,1443666.728244151687250,509874.917686592263635,1442016.728244151687250,"MultiPolygon (((121.07487654 13.04642786, 121.0792703 13.05388421, 121.08805377 13.05388162, 121.09244295 13.04642269, 121.08804894 13.03896656, 121.07926599 13.03896915, 121.07487654 13.04642786)))"
"1",1,885,885,507969.661798266461119,1442016.728244151687250,509874.917686592263635,1440366.728244151687250,"MultiPolygon (((121.0748725 13.03151279, 121.07926599 13.03896915, 121.08804894 13.03896656, 121.09243786 13.03150762, 121.08804411 13.02405148, 121.07926169 13.02405407, 121.0748725 13.03151279)))"
"1",1,886,886,507969.661798266461119,1440366.728244151687250,509874.917686592263635,1438716.728244151687250,"MultiPolygon (((121.07486846 13.0165977, 121.07926169 13.02405407, 121.08804411 13.02405148, 121.09243277 13.01659253, 121.08803928 13.00913639, 121.07925739 13.00913897, 121.07486846 13.0165977)))"
"1",1,887,887,507969.661798266461119,1438716.728244151687250,509874.917686592263635,1437066.728244151687250,"MultiPolygon (((121.07486443 13.00168259, 121.07925739 13.00913897, 121.08803928 13.00913639, 121.09242769 13.00167743, 121.08803447 12.99422127, 121.0792531 12.99422385, 121.07486443 13.00168259)))"
"1",1,888,888,507969.661798266461119,1437066.728244151687250,509874.917686592263635,1435416.728244151687250,"MultiPolygon (((121.0748604 12.98676746, 121.0792531 12.99422385, 121.08803447 12.99422127, 121.09242261 12.98676231, 121.08802965 12.97930615, 121.07924881 12.97930872, 121.0748604 12.98676746)))"
"1",1,889,889,507969.661798266461119,1435416.728244151687250,509874.917686592263635,1433766.728244151687250,"MultiPolygon (((121.07485638 12.97185232, 121.07924881 12.97930872, 121.08802965 12.97930615, 121.09241754 12.97184718, 121.08802485 12.964391, 121.07924453 12.96439357, 121.07485638 12.97185232)))"
"1",1,890,890,507969.661798266461119,1433766.728244151687250,509874.917686592263635,1432116.728244151687250,"MultiPolygon (((121.07485236 12.95693716, 121.07924453 12.96439357, 121.08802485 12.964391, 121.09241248 12.95693202, 121.08802005 12.94947584, 121.07924026 12.9494784, 121.07485236 12.95693716)))"
"1",1,891,891,507969.661798266461119,1432116.728244151687250,509874.917686592263635,1430466.728244151687250,"MultiPolygon (((121.07484835 12.94202198, 121.07924026 12.9494784, 121.08802005 12.94947584, 121.09240742 12.94201685, 121.08801526 12.93456066, 121.07923599 12.93456322, 121.07484835 12.94202198)))"
"1",1,892,892,507969.661798266461119,1430466.728244151687250,509874.917686592263635,1428816.728244151687250,"MultiPolygon (((121.07484435 12.92710679, 121.07923599 12.93456322, 121.08801526 12.93456066, 121.09240238 12.92710167, 121.08801048 12.91964546, 121.07923172 12.91964802, 121.07484435 12.92710679)))"
"1",1,894,894,507969.661798266461119,1427166.728244151687250,509874.917686592263635,1425516.728244151687250,"MultiPolygon (((121.07483635 12.89727635, 121.07922747 12.9047328, 121.0880057 12.90473024, 121.0923923 12.89727124, 121.08800093 12.88981501, 121.07922322 12.88981757, 121.07483635 12.89727635)))"
"1",1,895,895,507969.661798266461119,1425516.728244151687250,509874.917686592263635,1423866.728244151687250,"MultiPolygon (((121.07483237 12.88236111, 121.07922322 12.88981757, 121.08800093 12.88981501, 121.09238727 12.88235601, 121.08799616 12.87489977, 121.07921897 12.87490232, 121.07483237 12.88236111)))"
"1",1,896,896,507969.661798266461119,1423866.728244151687250,509874.917686592263635,1422216.728244151687250,"MultiPolygon (((121.07482838 12.86744585, 121.07921897 12.87490232, 121.08799616 12.87489977, 121.09238225 12.86744075, 121.08799141 12.8599845, 121.07921473 12.85998705, 121.07482838 12.86744585)))"
"1",1,897,897,507969.661798266461119,1422216.728244151687250,509874.917686592263635,1420566.728244151687250,"MultiPolygon (((121.0748244 12.85253057, 121.07921473 12.85998705, 121.08799141 12.8599845, 121.09237724 12.85252548, 121.08798665 12.84506922, 121.0792105 12.84507176, 121.0748244 12.85253057)))"
