fid,id,left,top,right,bottom,geom_wkt,fid_2,LH
720,720,500824.9522,1426341.728,502730.2081,1424691.728,"MultiPolygon (((121.00900146 12.8898274, 121.0133905 12.89728496, 121.02216848 12.89728462, 121.02655691 12.88982671, 121.02216761 12.88236936, 121.01339015 12.88236971, 121.00900146 12.8898274)))",5,3
721,721,500824.9522,1424691.728,502730.2081,1423041.728,"MultiPolygon (((121.00900137 12.87491213, 121.01339015 12.88236971, 121.02216761 12.88236936, 121.02655578 12.87491144, 121.02216674 12.86745409, 121.0133898 12.86745443, 121.00900137 12.87491213)))",5,3
722,722,500824.9522,1423041.728,502730.2081,1421391.728,"MultiPolygon (((121.00900128 12.85999685, 121.0133898 12.86745443, 121.02216674 12.86745409, 121.02655465 12.85999616, 121.02216587 12.8525388, 121.01338945 12.85253914, 121.00900128 12.85999685)))",5,3
723,723,500824.9522,1421391.728,502730.2081,1419741.728,"MultiPolygon (((121.00900119 12.84508155, 121.01338945 12.85253914, 121.02216587 12.8525388, 121.02655352 12.84508087, 121.02216501 12.83762349, 121.0133891 12.83762384, 121.00900119 12.84508155)))",5,3
724,724,500824.9522,1419741.728,502730.2081,1418091.728,"MultiPolygon (((121.0090011 12.83016624, 121.0133891 12.83762384, 121.02216501 12.83762349, 121.0265524 12.83016555, 121.02216414 12.82270817, 121.01338875 12.82270851, 121.0090011 12.83016624)))",5,3
725,725,500824.9522,1418091.728,502730.2081,1416441.728,"MultiPolygon (((121.00900101 12.81525091, 121.01338875 12.82270851, 121.02216414 12.82270817, 121.02655128 12.81525022, 121.02216328 12.80779283, 121.01338841 12.80779317, 121.00900101 12.81525091)))",5,3
726,726,500824.9522,1416441.728,502730.2081,1414791.728,"MultiPolygon (((121.00900093 12.80033556, 121.01338841 12.80779317, 121.02216328 12.80779283, 121.02655016 12.80033487, 121.02216242 12.79287747, 121.01338806 12.79287781, 121.00900093 12.80033556)))",5,3
727,727,500824.9522,1414791.728,502730.2081,1413141.728,"MultiPolygon (((121.00900084 12.78542019, 121.01338806 12.79287781, 121.02216242 12.79287747, 121.02654904 12.78541951, 121.02216156 12.7779621, 121.01338772 12.77796244, 121.00900084 12.78542019)))",5,3
728,728,500824.9522,1413141.728,502730.2081,1411491.728,"MultiPolygon (((121.00900075 12.77050481, 121.01338772 12.77796244, 121.02216156 12.7779621, 121.02654792 12.77050413, 121.0221607 12.76304671, 121.01338737 12.76304705, 121.00900075 12.77050481)))",5,3
729,729,500824.9522,1411491.728,502730.2081,1409841.728,"MultiPolygon (((121.00900066 12.75558941, 121.01338737 12.76304705, 121.0221607 12.76304671, 121.02654681 12.75558873, 121.02215984 12.7481313, 121.01338703 12.74813164, 121.00900066 12.75558941)))",3,2
730,730,500824.9522,1409841.728,502730.2081,1408191.728,"MultiPolygon (((121.00900058 12.74067399, 121.01338703 12.74813164, 121.02215984 12.7481313, 121.0265457 12.74067331, 121.02215899 12.73321588, 121.01338669 12.73321622, 121.00900058 12.74067399)))",5,3
731,731,500824.9522,1408191.728,502730.2081,1406541.728,"MultiPolygon (((121.00900049 12.72575856, 121.01338669 12.73321622, 121.02215899 12.73321588, 121.02654458 12.72575788, 121.02215814 12.71830044, 121.01338635 12.71830078, 121.00900049 12.72575856)))",5,3
732,732,500824.9522,1406541.728,502730.2081,1404891.728,"MultiPolygon (((121.00900041 12.71084311, 121.01338635 12.71830078, 121.02215814 12.71830044, 121.02654348 12.71084243, 121.02215728 12.70338498, 121.01338601 12.70338532, 121.00900041 12.71084311)))",5,3
733,733,500824.9522,1404891.728,502730.2081,1403241.728,"MultiPolygon (((121.00900033 12.69592764, 121.01338601 12.70338532, 121.02215728 12.70338498, 121.02654237 12.69592697, 121.02215643 12.68846951, 121.01338567 12.68846984, 121.00900033 12.69592764)))",5,3
736,736,502253.8941,1456866.728,504159.15,1455216.728,"MultiPolygon (((121.02218443 13.16575632, 121.02657874 13.17321349, 121.03536645 13.17321268, 121.03975932 13.1657547, 121.03536475 13.15829774, 121.02657757 13.15829855, 121.02218443 13.16575632)))",5,3
737,737,502253.8941,1455216.728,504159.15,1453566.728,"MultiPolygon (((121.02218353 13.15084137, 121.02657757 13.15829855, 121.03536475 13.15829774, 121.03975736 13.15083975, 121.03536306 13.14338279, 121.02657641 13.14338359, 121.02218353 13.15084137)))",5,3
738,738,502253.8941,1453566.728,504159.15,1451916.728,"MultiPolygon (((121.02218263 13.1359264, 121.02657641 13.14338359, 121.03536306 13.14338279, 121.0397554 13.13592479, 121.03536136 13.12846781, 121.02657524 13.12846862, 121.02218263 13.1359264)))",5,3
739,739,502253.8941,1451916.728,504159.15,1450266.728,"MultiPolygon (((121.02218174 13.12101142, 121.02657524 13.12846862, 121.03536136 13.12846781, 121.03975344 13.1210098, 121.03535967 13.11355282, 121.02657408 13.11355363, 121.02218174 13.12101142)))",5,3
740,740,502253.8941,1450266.728,504159.15,1448616.728,"MultiPolygon (((121.02218084 13.10609642, 121.02657408 13.11355363, 121.03535967 13.11355282, 121.03975149 13.10609481, 121.03535799 13.09863782, 121.02657292 13.09863862, 121.02218084 13.10609642)))",5,3
741,741,502253.8941,1448616.728,504159.15,1446966.728,"MultiPolygon (((121.02217995 13.0911814, 121.02657292 13.09863862, 121.03535799 13.09863782, 121.03974954 13.09117979, 121.0353563 13.08372279, 121.02657177 13.08372359, 121.02217995 13.0911814)))",5,3
742,742,502253.8941,1446966.728,504159.15,1445316.728,"MultiPolygon (((121.02217906 13.07626636, 121.02657177 13.08372359, 121.0353563 13.08372279, 121.03974759 13.07626476, 121.03535462 13.06880775, 121.02657061 13.06880855, 121.02217906 13.07626636)))",5,3
743,743,502253.8941,1445316.728,504159.15,1443666.728,"MultiPolygon (((121.02217817 13.06135131, 121.02657061 13.06880855, 121.03535462 13.06880775, 121.03974565 13.06134971, 121.03535294 13.05389269, 121.02656946 13.05389349, 121.02217817 13.06135131)))",3,2
744,744,502253.8941,1443666.728,504159.15,1442016.728,"MultiPolygon (((121.02217728 13.04643624, 121.02656946 13.05389349, 121.03535294 13.05389269, 121.0397437 13.04643464, 121.03535126 13.03897761, 121.02656831 13.03897841, 121.02217728 13.04643624)))",3,2
745,745,502253.8941,1442016.728,504159.15,1440366.728,"MultiPolygon (((121.02217639 13.03152116, 121.02656831 13.03897841, 121.03535126 13.03897761, 121.03974177 13.03151956, 121.03534959 13.02406252, 121.02656716 13.02406332, 121.02217639 13.03152116)))",3,2
746,746,502253.8941,1440366.728,504159.15,1438716.728,"MultiPolygon (((121.02217551 13.01660605, 121.02656716 13.02406332, 121.03534959 13.02406252, 121.03973983 13.01660446, 121.03534791 13.00914741, 121.02656601 13.00914821, 121.02217551 13.01660605)))",3,2
747,747,502253.8941,1438716.728,504159.15,1437066.728,"MultiPolygon (((121.02217462 13.00169093, 121.02656601 13.00914821, 121.03534791 13.00914741, 121.0397379 13.00168934, 121.03534624 12.99423228, 121.02656487 12.99423308, 121.02217462 13.00169093)))",3,2
748,748,502253.8941,1437066.728,504159.15,1435416.728,"MultiPolygon (((121.02217374 12.9867758, 121.02656487 12.99423308, 121.03534624 12.99423228, 121.03973597 12.98677421, 121.03534458 12.97931714, 121.02656373 12.97931793, 121.02217374 12.9867758)))",5,3
749,749,502253.8941,1435416.728,504159.15,1433766.728,"MultiPolygon (((121.02217286 12.97186064, 121.02656373 12.97931793, 121.03534458 12.97931714, 121.03973404 12.97185905, 121.03534291 12.96440198, 121.02656258 12.96440277, 121.02217286 12.97186064)))",5,3
750,750,502253.8941,1433766.728,504159.15,1432116.728,"MultiPolygon (((121.02217198 12.95694547, 121.02656258 12.96440277, 121.03534291 12.96440198, 121.03973211 12.95694388, 121.03534125 12.9494868, 121.02656145 12.94948759, 121.02217198 12.95694547)))",5,3
751,751,502253.8941,1432116.728,504159.15,1430466.728,"MultiPolygon (((121.0221711 12.94203028, 121.02656145 12.94948759, 121.03534125 12.9494868, 121.03973019 12.9420287, 121.03533959 12.93457161, 121.02656031 12.9345724, 121.0221711 12.94203028)))",5,3
752,752,502253.8941,1430466.728,504159.15,1428816.728,"MultiPolygon (((121.02217023 12.92711508, 121.02656031 12.9345724, 121.03533959 12.93457161, 121.03972827 12.9271135, 121.03533793 12.91965639, 121.02655917 12.91965718, 121.02217023 12.92711508)))",5,3
753,753,502253.8941,1428816.728,504159.15,1427166.728,"MultiPolygon (((121.02216935 12.91219986, 121.02655917 12.91965718, 121.03533793 12.91965639, 121.03972636 12.91219828, 121.03533628 12.90474117, 121.02655804 12.90474195, 121.02216935 12.91219986)))",5,3
754,754,502253.8941,1427166.728,504159.15,1425516.728,"MultiPolygon (((121.02216848 12.89728462, 121.02655804 12.90474195, 121.03533628 12.90474117, 121.03972444 12.89728304, 121.03533463 12.88982592, 121.02655691 12.88982671, 121.02216848 12.89728462)))",5,3
755,755,502253.8941,1425516.728,504159.15,1423866.728,"MultiPolygon (((121.02216761 12.88236936, 121.02655691 12.88982671, 121.03533463 12.88982592, 121.03972253 12.88236779, 121.03533298 12.87491066, 121.02655578 12.87491144, 121.02216761 12.88236936)))",5,3
756,756,502253.8941,1423866.728,504159.15,1422216.728,"MultiPolygon (((121.02216674 12.86745409, 121.02655578 12.87491144, 121.03533298 12.87491066, 121.03972063 12.86745252, 121.03533133 12.85999538, 121.02655465 12.85999616, 121.02216674 12.86745409)))",5,3
757,757,502253.8941,1422216.728,504159.15,1420566.728,"MultiPolygon (((121.02216587 12.8525388, 121.02655465 12.85999616, 121.03533133 12.85999538, 121.03971872 12.85253723, 121.03532969 12.84508008, 121.02655352 12.84508087, 121.02216587 12.8525388)))",5,3
758,758,502253.8941,1420566.728,504159.15,1418916.728,"MultiPolygon (((121.02216501 12.83762349, 121.02655352 12.84508087, 121.03532969 12.84508008, 121.03971682 12.83762193, 121.03532805 12.83016477, 121.0265524 12.83016555, 121.02216501 12.83762349)))",5,3
759,759,502253.8941,1418916.728,504159.15,1417266.728,"MultiPolygon (((121.02216414 12.82270817, 121.0265524 12.83016555, 121.03532805 12.83016477, 121.03971492 12.82270661, 121.03532641 12.81524944, 121.02655128 12.81525022, 121.02216414 12.82270817)))",5,3
760,760,502253.8941,1417266.728,504159.15,1415616.728,"MultiPolygon (((121.02216328 12.80779283, 121.02655128 12.81525022, 121.03532641 12.81524944, 121.03971303 12.80779127, 121.03532477 12.80033409, 121.02655016 12.80033487, 121.02216328 12.80779283)))",5,3
761,761,502253.8941,1415616.728,504159.15,1413966.728,"MultiPolygon (((121.02216242 12.79287747, 121.02655016 12.80033487, 121.03532477 12.80033409, 121.03971113 12.79287591, 121.03532314 12.78541873, 121.02654904 12.78541951, 121.02216242 12.79287747)))",5,3
762,762,502253.8941,1413966.728,504159.15,1412316.728,"MultiPolygon (((121.02216156 12.7779621, 121.02654904 12.78541951, 121.03532314 12.78541873, 121.03970924 12.77796054, 121.03532151 12.77050335, 121.02654792 12.77050413, 121.02216156 12.7779621)))",5,3
763,763,502253.8941,1412316.728,504159.15,1410666.728,"MultiPolygon (((121.0221607 12.76304671, 121.02654792 12.77050413, 121.03532151 12.77050335, 121.03970736 12.76304515, 121.03531988 12.75558795, 121.02654681 12.75558873, 121.0221607 12.76304671)))",5,3
764,764,502253.8941,1410666.728,504159.15,1409016.728,"MultiPolygon (((121.02215984 12.7481313, 121.02654681 12.75558873, 121.03531988 12.75558795, 121.03970547 12.74812975, 121.03531825 12.74067254, 121.0265457 12.74067331, 121.02215984 12.7481313)))",5,3
765,765,502253.8941,1409016.728,504159.15,1407366.728,"MultiPolygon (((121.02215899 12.73321588, 121.0265457 12.74067331, 121.03531825 12.74067254, 121.03970359 12.73321433, 121.03531663 12.72575711, 121.02654458 12.72575788, 121.02215899 12.73321588)))",5,3
766,766,502253.8941,1407366.728,504159.15,1405716.728,"MultiPolygon (((121.02215814 12.71830044, 121.02654458 12.72575788, 121.03531663 12.72575711, 121.03970171 12.71829889, 121.03531501 12.71084166, 121.02654348 12.71084243, 121.02215814 12.71830044)))",5,3
767,767,502253.8941,1405716.728,504159.15,1404066.728,"MultiPolygon (((121.02215728 12.70338498, 121.02654348 12.71084243, 121.03531501 12.71084166, 121.03969984 12.70338344, 121.03531339 12.6959262, 121.02654237 12.69592697, 121.02215728 12.70338498)))",5,3
768,768,502253.8941,1404066.728,504159.15,1402416.728,"MultiPolygon (((121.02215643 12.68846951, 121.02654237 12.69592697, 121.03531339 12.6959262, 121.03969796 12.68846797, 121.03531177 12.68101072, 121.02654126 12.68101149, 121.02215643 12.68846951)))",5,3
772,772,503682.836,1456041.728,505588.0919,1454391.728,"MultiPolygon (((121.03536475 13.15829774, 121.03975932 13.1657547, 121.04854677 13.16575343, 121.05293911 13.15829522, 121.04854427 13.15083849, 121.03975736 13.15083975, 121.03536475 13.15829774)))",5,3
773,773,503682.836,1454391.728,505588.0919,1452741.728,"MultiPolygon (((121.03536306 13.14338279, 121.03975736 13.15083975, 121.04854427 13.15083849, 121.05293635 13.14338027, 121.04854178 13.13592353, 121.0397554 13.13592479, 121.03536306 13.14338279)))",5,3
774,774,503682.836,1452741.728,505588.0919,1451091.728,"MultiPolygon (((121.03536136 13.12846781, 121.0397554 13.13592479, 121.04854178 13.13592353, 121.0529336 13.1284653, 121.0485393 13.12100855, 121.03975344 13.1210098, 121.03536136 13.12846781)))",5,3
775,775,503682.836,1451091.728,505588.0919,1449441.728,"MultiPolygon (((121.03535967 13.11355282, 121.03975344 13.1210098, 121.0485393 13.12100855, 121.05293085 13.11355031, 121.04853681 13.10609355, 121.03975149 13.10609481, 121.03535967 13.11355282)))",5,3
776,776,503682.836,1449441.728,505588.0919,1447791.728,"MultiPolygon (((121.03535799 13.09863782, 121.03975149 13.10609481, 121.04853681 13.10609355, 121.0529281 13.09863531, 121.04853433 13.09117854, 121.03974954 13.09117979, 121.03535799 13.09863782)))",5,3
777,777,503682.836,1447791.728,505588.0919,1446141.728,"MultiPolygon (((121.0353563 13.08372279, 121.03974954 13.09117979, 121.04853433 13.09117854, 121.05292536 13.08372029, 121.04853186 13.07626351, 121.03974759 13.07626476, 121.0353563 13.08372279)))",5,3
778,778,503682.836,1446141.728,505588.0919,1444491.728,"MultiPolygon (((121.03535462 13.06880775, 121.03974759 13.07626476, 121.04853186 13.07626351, 121.05292262 13.06880525, 121.04852939 13.06134846, 121.03974565 13.06134971, 121.03535462 13.06880775)))",5,3
779,779,503682.836,1444491.728,505588.0919,1442841.728,"MultiPolygon (((121.03535294 13.05389269, 121.03974565 13.06134971, 121.04852939 13.06134846, 121.05291989 13.05389019, 121.04852692 13.04643339, 121.0397437 13.04643464, 121.03535294 13.05389269)))",3,2
780,780,503682.836,1442841.728,505588.0919,1441191.728,"MultiPolygon (((121.03535126 13.03897761, 121.0397437 13.04643464, 121.04852692 13.04643339, 121.05291716 13.03897512, 121.04852445 13.03151831, 121.03974177 13.03151956, 121.03535126 13.03897761)))",5,3
781,781,503682.836,1441191.728,505588.0919,1439541.728,"MultiPolygon (((121.03534959 13.02406252, 121.03974177 13.03151956, 121.04852445 13.03151831, 121.05291443 13.02406003, 121.04852199 13.01660321, 121.03973983 13.01660446, 121.03534959 13.02406252)))",3,2
782,782,503682.836,1439541.728,505588.0919,1437891.728,"MultiPolygon (((121.03534791 13.00914741, 121.03973983 13.01660446, 121.04852199 13.01660321, 121.05291171 13.00914492, 121.04851953 13.0016881, 121.0397379 13.00168934, 121.03534791 13.00914741)))",5,3
783,783,503682.836,1437891.728,505588.0919,1436241.728,"MultiPolygon (((121.03534624 12.99423228, 121.0397379 13.00168934, 121.04851953 13.0016881, 121.05290899 12.9942298, 121.04851708 12.98677296, 121.03973597 12.98677421, 121.03534624 12.99423228)))",3,2
784,784,503682.836,1436241.728,505588.0919,1434591.728,"MultiPolygon (((121.03534458 12.97931714, 121.03973597 12.98677421, 121.04851708 12.98677296, 121.05290627 12.97931466, 121.04851463 12.97185781, 121.03973404 12.97185905, 121.03534458 12.97931714)))",5,3
785,785,503682.836,1434591.728,505588.0919,1432941.728,"MultiPolygon (((121.03534291 12.96440198, 121.03973404 12.97185905, 121.04851463 12.97185781, 121.05290356 12.9643995, 121.04851218 12.95694265, 121.03973211 12.95694388, 121.03534291 12.96440198)))",5,3
786,786,503682.836,1432941.728,505588.0919,1431291.728,"MultiPolygon (((121.03534125 12.9494868, 121.03973211 12.95694388, 121.04851218 12.95694265, 121.05290086 12.94948433, 121.04850973 12.94202746, 121.03973019 12.9420287, 121.03534125 12.9494868)))",5,3
787,787,503682.836,1431291.728,505588.0919,1429641.728,"MultiPolygon (((121.03533959 12.93457161, 121.03973019 12.9420287, 121.04850973 12.94202746, 121.05289815 12.93456914, 121.04850729 12.92711226, 121.03972827 12.9271135, 121.03533959 12.93457161)))",5,3
788,788,503682.836,1429641.728,505588.0919,1427991.728,"MultiPolygon (((121.03533793 12.91965639, 121.03972827 12.9271135, 121.04850729 12.92711226, 121.05289545 12.91965393, 121.04850486 12.91219705, 121.03972636 12.91219828, 121.03533793 12.91965639)))",5,3
789,789,503682.836,1427991.728,505588.0919,1426341.728,"MultiPolygon (((121.03533628 12.90474117, 121.03972636 12.91219828, 121.04850486 12.91219705, 121.05289276 12.9047387, 121.04850242 12.89728181, 121.03972444 12.89728304, 121.03533628 12.90474117)))",5,3
790,790,503682.836,1426341.728,505588.0919,1424691.728,"MultiPolygon (((121.03533463 12.88982592, 121.03972444 12.89728304, 121.04850242 12.89728181, 121.05289007 12.88982346, 121.04849999 12.88236656, 121.03972253 12.88236779, 121.03533463 12.88982592)))",5,3
791,791,503682.836,1424691.728,505588.0919,1423041.728,"MultiPolygon (((121.03533298 12.87491066, 121.03972253 12.88236779, 121.04849999 12.88236656, 121.05288738 12.8749082, 121.04849757 12.86745129, 121.03972063 12.86745252, 121.03533298 12.87491066)))",5,3
792,792,503682.836,1423041.728,505588.0919,1421391.728,"MultiPolygon (((121.03533133 12.85999538, 121.03972063 12.86745252, 121.04849757 12.86745129, 121.0528847 12.85999293, 121.04849514 12.85253601, 121.03971872 12.85253723, 121.03533133 12.85999538)))",5,3
793,793,503682.836,1421391.728,505588.0919,1419741.728,"MultiPolygon (((121.03532969 12.84508008, 121.03971872 12.85253723, 121.04849514 12.85253601, 121.05288202 12.84507763, 121.04849273 12.8376207, 121.03971682 12.83762193, 121.03532969 12.84508008)))",5,3
794,794,503682.836,1419741.728,505588.0919,1418091.728,"MultiPolygon (((121.03532805 12.83016477, 121.03971682 12.83762193, 121.04849273 12.8376207, 121.05287934 12.83016232, 121.04849031 12.82270538, 121.03971492 12.82270661, 121.03532805 12.83016477)))",5,3
795,795,503682.836,1418091.728,505588.0919,1416441.728,"MultiPolygon (((121.03532641 12.81524944, 121.03971492 12.82270661, 121.04849031 12.82270538, 121.05287667 12.815247, 121.0484879 12.80779005, 121.03971303 12.80779127, 121.03532641 12.81524944)))",5,3
796,796,503682.836,1416441.728,505588.0919,1414791.728,"MultiPolygon (((121.03532477 12.80033409, 121.03971303 12.80779127, 121.0484879 12.80779005, 121.052874 12.80033166, 121.04848549 12.7928747, 121.03971113 12.79287591, 121.03532477 12.80033409)))",5,3
797,797,503682.836,1414791.728,505588.0919,1413141.728,"MultiPolygon (((121.03532314 12.78541873, 121.03971113 12.79287591, 121.04848549 12.7928747, 121.05287133 12.7854163, 121.04848308 12.77795933, 121.03970924 12.77796054, 121.03532314 12.78541873)))",5,3
798,798,503682.836,1413141.728,505588.0919,1411491.728,"MultiPolygon (((121.03532151 12.77050335, 121.03970924 12.77796054, 121.04848308 12.77795933, 121.05286867 12.77050092, 121.04848068 12.76304394, 121.03970736 12.76304515, 121.03532151 12.77050335)))",5,3
799,799,503682.836,1411491.728,505588.0919,1409841.728,"MultiPolygon (((121.03531988 12.75558795, 121.03970736 12.76304515, 121.04848068 12.76304394, 121.05286602 12.75558553, 121.04847828 12.74812854, 121.03970547 12.74812975, 121.03531988 12.75558795)))",5,3
800,800,503682.836,1409841.728,505588.0919,1408191.728,"MultiPolygon (((121.03531825 12.74067254, 121.03970547 12.74812975, 121.04847828 12.74812854, 121.05286336 12.74067012, 121.04847589 12.73321312, 121.03970359 12.73321433, 121.03531825 12.74067254)))",5,3
801,801,503682.836,1408191.728,505588.0919,1406541.728,"MultiPolygon (((121.03531663 12.72575711, 121.03970359 12.73321433, 121.04847589 12.73321312, 121.05286072 12.72575469, 121.0484735 12.71829768, 121.03970171 12.71829889, 121.03531663 12.72575711)))",5,3
802,802,503682.836,1406541.728,505588.0919,1404891.728,"MultiPolygon (((121.03531501 12.71084166, 121.03970171 12.71829889, 121.0484735 12.71829768, 121.05285807 12.71083925, 121.04847111 12.70338223, 121.03969984 12.70338344, 121.03531501 12.71084166)))",5,3
803,803,503682.836,1404891.728,505588.0919,1403241.728,"MultiPolygon (((121.03531339 12.6959262, 121.03969984 12.70338344, 121.04847111 12.70338223, 121.05285543 12.69592379, 121.04846873 12.68846676, 121.03969796 12.68846797, 121.03531339 12.6959262)))",5,3
807,807,505111.778,1455216.728,507017.0339,1453566.728,"MultiPolygon (((121.04854427 13.15083849, 121.05293911 13.15829522, 121.06172629 13.15829351, 121.0661181 13.15083507, 121.061723 13.14337856, 121.05293635 13.14338027, 121.04854427 13.15083849)))",5,3
808,808,505111.778,1453566.728,507017.0339,1451916.728,"MultiPolygon (((121.04854178 13.13592353, 121.05293635 13.14338027, 121.061723 13.14337856, 121.06611455 13.13592011, 121.06171971 13.12846359, 121.0529336 13.1284653, 121.04854178 13.13592353)))",5,3
809,809,505111.778,1451916.728,507017.0339,1450266.728,"MultiPolygon (((121.0485393 13.12100855, 121.0529336 13.1284653, 121.06171971 13.12846359, 121.066111 13.12100514, 121.06171643 13.11354861, 121.05293085 13.11355031, 121.0485393 13.12100855)))",5,3
810,810,505111.778,1450266.728,507017.0339,1448616.728,"MultiPolygon (((121.04853681 13.10609355, 121.05293085 13.11355031, 121.06171643 13.11354861, 121.06610746 13.10609014, 121.06171316 13.09863361, 121.0529281 13.09863531, 121.04853681 13.10609355)))",5,3
811,811,505111.778,1448616.728,507017.0339,1446966.728,"MultiPolygon (((121.04853433 13.09117854, 121.0529281 13.09863531, 121.06171316 13.09863361, 121.06610392 13.09117514, 121.06170989 13.08371859, 121.05292536 13.08372029, 121.04853433 13.09117854)))",5,3
812,812,505111.778,1446966.728,507017.0339,1445316.728,"MultiPolygon (((121.04853186 13.07626351, 121.05292536 13.08372029, 121.06170989 13.08371859, 121.06610039 13.07626011, 121.06170662 13.06880355, 121.05292262 13.06880525, 121.04853186 13.07626351)))",3,2
813,813,505111.778,1445316.728,507017.0339,1443666.728,"MultiPolygon (((121.04852939 13.06134846, 121.05292262 13.06880525, 121.06170662 13.06880355, 121.06609686 13.06134507, 121.06170336 13.0538885, 121.05291989 13.05389019, 121.04852939 13.06134846)))",5,3
814,814,505111.778,1443666.728,507017.0339,1442016.728,"MultiPolygon (((121.04852692 13.04643339, 121.05291989 13.05389019, 121.06170336 13.0538885, 121.06609334 13.04643001, 121.0617001 13.03897343, 121.05291716 13.03897512, 121.04852692 13.04643339)))",5,3
815,815,505111.778,1442016.728,507017.0339,1440366.728,"MultiPolygon (((121.04852445 13.03151831, 121.05291716 13.03897512, 121.0617001 13.03897343, 121.06608982 13.03151493, 121.06169685 13.02405834, 121.05291443 13.02406003, 121.04852445 13.03151831)))",5,3
816,816,505111.778,1440366.728,507017.0339,1438716.728,"MultiPolygon (((121.04852199 13.01660321, 121.05291443 13.02406003, 121.06169685 13.02405834, 121.06608631 13.01659983, 121.0616936 13.00914324, 121.05291171 13.00914492, 121.04852199 13.01660321)))",3,2
817,817,505111.778,1438716.728,507017.0339,1437066.728,"MultiPolygon (((121.04851953 13.0016881, 121.05291171 13.00914492, 121.0616936 13.00914324, 121.0660828 13.00168472, 121.06169036 12.99422811, 121.05290899 12.9942298, 121.04851953 13.0016881)))",5,3
818,818,505111.778,1437066.728,507017.0339,1435416.728,"MultiPolygon (((121.04851708 12.98677296, 121.05290899 12.9942298, 121.06169036 12.99422811, 121.0660793 12.98676959, 121.06168712 12.97931298, 121.05290627 12.97931466, 121.04851708 12.98677296)))",5,3
819,819,505111.778,1435416.728,507017.0339,1433766.728,"MultiPolygon (((121.04851463 12.97185781, 121.05290627 12.97931466, 121.06168712 12.97931298, 121.0660758 12.97185445, 121.06168389 12.96439782, 121.05290356 12.9643995, 121.04851463 12.97185781)))",5,3
820,820,505111.778,1433766.728,507017.0339,1432116.728,"MultiPolygon (((121.04851218 12.95694265, 121.05290356 12.9643995, 121.06168389 12.96439782, 121.0660723 12.95693929, 121.06168066 12.94948265, 121.05290086 12.94948433, 121.04851218 12.95694265)))",5,3
821,821,505111.778,1432116.728,507017.0339,1430466.728,"MultiPolygon (((121.04850973 12.94202746, 121.05290086 12.94948433, 121.06168066 12.94948265, 121.06606882 12.94202411, 121.06167743 12.93456746, 121.05289815 12.93456914, 121.04850973 12.94202746)))",5,3
822,822,505111.778,1430466.728,507017.0339,1428816.728,"MultiPolygon (((121.04850729 12.92711226, 121.05289815 12.93456914, 121.06167743 12.93456746, 121.06606533 12.92710891, 121.06167421 12.91965225, 121.05289545 12.91965393, 121.04850729 12.92711226)))",5,3
823,823,505111.778,1428816.728,507017.0339,1427166.728,"MultiPolygon (((121.04850486 12.91219705, 121.05289545 12.91965393, 121.06167421 12.91965225, 121.06606185 12.9121937, 121.061671 12.90473703, 121.05289276 12.9047387, 121.04850486 12.91219705)))",5,3
824,824,505111.778,1427166.728,507017.0339,1425516.728,"MultiPolygon (((121.04850242 12.89728181, 121.05289276 12.9047387, 121.061671 12.90473703, 121.06605838 12.89727847, 121.06166779 12.88982179, 121.05289007 12.88982346, 121.04850242 12.89728181)))",5,3
825,825,505111.778,1425516.728,507017.0339,1423866.728,"MultiPolygon (((121.04849999 12.88236656, 121.05289007 12.88982346, 121.06166779 12.88982179, 121.06605491 12.88236322, 121.06166458 12.87490653, 121.05288738 12.8749082, 121.04849999 12.88236656)))",5,3
826,826,505111.778,1423866.728,507017.0339,1422216.728,"MultiPolygon (((121.04849757 12.86745129, 121.05288738 12.8749082, 121.06166458 12.87490653, 121.06605145 12.86744796, 121.06166138 12.85999126, 121.0528847 12.85999293, 121.04849757 12.86745129)))",5,3
827,827,505111.778,1422216.728,507017.0339,1420566.728,"MultiPolygon (((121.04849514 12.85253601, 121.0528847 12.85999293, 121.06166138 12.85999126, 121.06604799 12.85253268, 121.06165818 12.84507597, 121.05288202 12.84507763, 121.04849514 12.85253601)))",5,3
828,828,505111.778,1420566.728,507017.0339,1418916.728,"MultiPolygon (((121.04849273 12.8376207, 121.05288202 12.84507763, 121.06165818 12.84507597, 121.06604453 12.83761738, 121.06165498 12.83016066, 121.05287934 12.83016232, 121.04849273 12.8376207)))",5,3
829,829,505111.778,1418916.728,507017.0339,1417266.728,"MultiPolygon (((121.04849031 12.82270538, 121.05287934 12.83016232, 121.06165498 12.83016066, 121.06604108 12.82270206, 121.0616518 12.81524534, 121.05287667 12.815247, 121.04849031 12.82270538)))",5,3
830,830,505111.778,1417266.728,507017.0339,1415616.728,"MultiPolygon (((121.0484879 12.80779005, 121.05287667 12.815247, 121.0616518 12.81524534, 121.06603764 12.80778673, 121.06164861 12.80033, 121.052874 12.80033166, 121.0484879 12.80779005)))",5,3
831,831,505111.778,1415616.728,507017.0339,1413966.728,"MultiPolygon (((121.04848549 12.7928747, 121.052874 12.80033166, 121.06164861 12.80033, 121.0660342 12.79287138, 121.06164543 12.78541464, 121.05287133 12.7854163, 121.04848549 12.7928747)))",5,3
832,832,505111.778,1413966.728,507017.0339,1412316.728,"MultiPolygon (((121.04848308 12.77795933, 121.05287133 12.7854163, 121.06164543 12.78541464, 121.06603076 12.77795602, 121.06164226 12.77049927, 121.05286867 12.77050092, 121.04848308 12.77795933)))",5,3
